lgacode21,did_not_go_to_school_indig_f,did_not_go_to_school_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y9_equivalent_indig_f,y9_equivalent_indig_m,y9_equivalent_non_indig_f,y9_equivalent_non_indig_m,y9_equivalent_indig_stat_notstated_f,y9_equivalent_indig_stat_notstated_m,y10_equivalent_indig_f,y10_equivalent_indig_m,y10_equivalent_non_indig_f,y10_equivalent_non_indig_m,y10_equivalent_indig_stat_notstated_f,y10_equivalent_indig_stat_notstated_m,y11_equivalent_indig_f,y11_equivalent_indig_m,y11_equivalent_non_indig_f,y11_equivalent_non_indig_m,y11_equivalent_indig_stat_notstated_f,y11_equivalent_indig_stat_notstated_m,y12_equivalent_indig_f,y12_equivalent_indig_m,y12_equivalent_non_indig_f,y12_equivalent_non_indig_m,y12_equivalent_indig_stat_notstated_f,y12_equivalent_indig_stat_notstated_m
44620,6,0,90,76,0,0,10,13,632,603,5,12,7,16,589,634,4,7,43,56,1810,1891,19,14,56,46,2171,2291,10,9,98,48,4674,3506,16,10
44830,0,0,8,4,0,0,4,3,65,72,4,0,0,5,59,98,0,0,4,0,187,244,3,3,9,8,233,309,4,0,14,5,480,332,4,0
45040,3,7,41,49,3,0,21,36,598,634,10,11,33,31,544,612,8,6,79,150,1565,1978,19,11,79,53,1469,1567,13,8,132,108,3333,2656,16,17
45090,0,0,42,96,0,0,0,6,141,170,0,0,0,0,130,200,0,5,8,15,496,650,9,3,7,11,626,687,4,3,21,12,1511,1300,3,14
45120,0,0,5,5,0,0,3,9,101,110,0,3,5,3,79,125,3,3,5,14,281,342,0,0,12,3,344,445,0,7,17,14,811,603,0,4
45290,0,4,179,92,0,0,0,3,722,463,10,4,3,7,321,254,0,4,13,14,1277,958,13,5,17,13,1561,1428,6,6,50,37,11327,10636,20,34
45340,3,13,190,184,0,0,42,37,2046,1829,21,24,66,48,2758,2909,28,10,211,195,11724,11423,55,62,233,182,12418,13714,47,79,448,348,37471,32057,120,92
45400,0,0,0,0,0,0,0,0,21,20,0,0,0,0,13,13,0,0,0,0,61,65,0,0,0,0,60,103,0,0,3,0,155,101,0,0
45540,0,0,4,3,0,0,5,7,39,58,0,0,4,3,52,75,0,0,10,8,152,159,0,0,7,11,136,118,0,0,9,4,159,151,0,4
45680,11,18,875,671,6,4,72,70,1788,1755,28,23,110,96,2016,2036,22,28,280,264,6557,6614,45,53,271,222,6170,7002,38,47,455,335,15711,13615,75,79
45890,4,13,1233,1091,3,11,56,77,2960,2399,32,27,76,68,2138,1790,21,18,277,314,5821,6157,30,43,222,207,6131,6815,24,39,434,341,31329,30014,88,93
46090,11,21,25,24,0,0,76,115,253,267,9,5,65,80,225,244,0,6,229,377,713,1009,9,16,229,182,905,1124,10,15,231,165,1736,1357,10,4
46300,0,4,7,13,0,0,20,18,267,275,0,6,26,24,259,286,4,9,70,67,895,1008,11,15,62,55,1086,1191,6,3,101,71,2565,1946,8,10
46450,0,0,26,22,3,0,17,21,514,500,9,10,28,23,445,466,10,4,65,55,1248,1312,14,16,47,43,1429,1600,19,19,68,44,2510,2014,18,17
46510,0,0,94,51,0,0,4,0,334,222,4,0,3,6,161,129,0,3,11,13,629,608,5,4,12,17,892,1012,3,4,45,45,6411,6222,12,15
46670,0,4,48,64,5,4,10,0,264,264,9,7,11,13,196,289,0,0,27,21,696,780,8,7,18,13,710,781,10,6,22,26,1540,1313,9,19
46860,0,0,0,6,0,0,0,0,13,23,0,0,0,0,24,36,0,0,0,0,93,132,0,0,0,4,137,138,0,0,0,0,319,262,7,3
46970,0,0,5,5,0,0,4,0,16,17,0,0,0,3,26,55,0,0,12,17,140,289,3,0,8,13,182,302,0,0,28,22,677,645,7,4
47140,4,6,2156,1640,8,14,43,77,3331,2844,27,24,81,76,2637,2583,21,21,248,232,8225,8357,41,42,241,234,8052,9242,38,45,449,345,27647,26640,94,96
47290,0,0,4,8,0,0,0,0,35,41,0,0,0,0,29,50,0,0,0,4,106,172,3,0,5,7,145,155,0,0,0,5,331,300,3,0
47490,4,0,3,0,0,0,0,0,43,61,0,0,0,0,30,47,0,0,3,7,146,198,0,0,5,6,142,180,0,0,11,0,348,305,5,0
47630,0,0,13,44,0,0,0,0,126,157,5,3,4,7,94,207,0,0,12,0,395,529,6,3,6,9,479,619,6,7,6,4,1206,936,4,0
47700,7,4,199,135,0,0,14,16,1406,1093,12,8,33,18,1426,1330,9,15,66,76,6064,5588,36,22,86,79,6875,7536,30,29,181,161,23212,21268,47,47
47800,0,0,6,9,0,0,5,8,130,168,0,0,6,4,107,159,6,3,28,42,351,474,8,0,22,21,386,480,9,7,35,22,794,634,6,5
47910,0,0,0,0,0,0,3,0,68,79,3,0,0,0,54,68,0,0,4,0,198,221,0,5,3,0,234,260,0,3,11,7,471,362,9,5
47980,0,0,93,68,0,0,6,4,485,336,3,0,3,4,283,170,3,0,14,5,1197,866,13,5,13,14,1585,1394,10,5,40,46,12322,11099,28,27
48050,0,0,20,22,0,0,5,8,312,322,4,4,4,5,423,379,4,4,16,13,1630,1324,17,9,15,24,1462,1285,3,6,33,23,3021,2596,12,10
48130,0,0,3,7,0,0,3,5,142,168,5,0,4,7,146,195,3,0,15,20,481,569,8,6,12,6,475,582,7,8,24,9,1071,840,3,13
48260,0,3,22,3,0,0,0,0,74,67,0,0,0,0,55,58,0,0,0,0,262,177,0,0,0,3,355,283,0,0,9,11,2497,2294,8,3
48340,0,0,12,29,4,0,3,8,263,308,4,6,3,9,229,337,3,0,26,21,823,1000,7,8,20,17,925,1065,8,9,27,21,1950,1511,15,7
48410,5,8,330,208,3,0,10,10,1309,870,14,4,15,11,632,602,7,0,34,40,2561,2337,14,11,48,46,2934,3118,15,18,146,137,16970,16264,31,43
48540,4,8,38,25,0,0,30,19,359,384,9,4,26,37,413,403,10,7,97,63,1443,1442,16,8,101,59,1684,2067,7,18,108,81,3268,2999,10,13
48640,0,0,0,0,0,0,0,0,21,27,0,0,0,0,24,23,0,0,0,3,55,92,0,0,0,0,75,106,0,0,3,0,194,127,0,0
48750,0,0,0,9,0,0,0,0,83,111,0,0,0,0,99,154,0,4,8,3,456,469,9,0,6,7,484,490,7,3,11,13,1125,979,4,6
48830,0,0,3,4,0,0,6,11,261,347,6,11,23,17,260,379,11,3,31,38,885,1088,15,17,38,36,1002,1137,7,10,30,40,1737,1434,20,14
49399,3,10,0,3,0,0,30,35,30,49,0,0,23,36,28,65,0,0,32,64,97,221,0,3,43,39,109,225,3,0,62,40,387,398,0,0
49499,0,0,4,7,0,5,6,10,24,52,0,3,13,6,50,98,0,0,27,18,207,254,0,5,16,22,194,247,3,3,19,21,395,411,6,4
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
50080,4,14,67,65,0,0,22,37,451,570,10,3,32,35,605,728,9,4,150,260,3720,4223,38,26,67,49,1674,1551,10,11,117,128,7685,6081,34,36
50210,5,13,248,213,7,0,31,40,792,743,13,3,55,75,1146,1254,16,13,245,243,6881,7401,37,40,117,109,3209,3234,22,16,316,243,20149,17768,54,39
50250,6,3,9,21,0,0,13,16,22,29,0,0,5,15,38,61,0,0,56,94,307,607,5,0,39,44,190,372,0,0,109,98,1010,1173,6,7
50280,0,0,11,6,0,0,0,0,66,132,0,0,3,4,151,181,5,0,20,18,1073,1317,10,15,12,6,564,633,8,3,40,34,3981,3306,26,11
50350,5,0,44,36,0,0,7,3,236,175,0,4,10,14,182,192,0,0,34,36,1151,1153,7,9,17,12,460,508,5,0,57,49,4017,3447,7,9
50420,5,5,336,232,4,0,28,30,1162,865,0,4,21,18,782,785,3,11,84,79,4201,4041,18,21,55,38,1803,2034,4,7,173,161,18503,17667,36,30
50490,6,3,175,176,0,0,18,22,582,461,0,0,23,23,477,514,17,5,106,100,2492,2717,11,13,65,56,1185,1368,8,6,170,139,10418,10285,23,27
50560,0,0,0,0,0,0,0,3,22,41,0,0,0,3,38,57,0,0,8,10,180,200,5,0,0,4,63,63,0,0,7,5,296,257,0,3
50630,0,0,4,0,0,0,0,0,11,13,0,0,0,0,28,39,0,0,8,10,153,197,0,0,10,3,80,77,0,0,10,6,253,228,0,0
50770,0,0,0,4,0,0,0,0,16,22,0,0,0,0,37,48,0,0,0,5,167,187,0,0,0,0,57,67,0,0,10,0,330,288,0,0
50840,0,0,4,0,0,0,0,0,53,61,0,0,0,0,84,91,0,0,11,9,528,618,4,7,4,5,235,219,0,0,8,7,1038,830,0,3
50910,0,0,0,0,0,0,3,0,13,22,0,0,0,0,24,14,0,0,17,12,104,110,0,0,6,4,27,28,0,0,5,4,131,137,3,4
50980,19,27,15,13,0,4,73,72,42,85,0,3,106,91,76,140,0,6,393,424,583,850,13,13,298,230,350,422,5,5,612,488,2938,2125,12,10
51080,0,3,0,0,0,0,0,0,3,21,0,0,7,4,13,24,0,0,7,12,69,89,0,0,0,7,25,38,0,0,10,4,181,157,0,0
51120,0,0,0,0,0,0,0,0,11,12,0,0,0,0,16,20,0,0,4,6,83,109,0,0,0,0,29,29,0,0,3,3,156,144,0,0
51190,5,7,50,72,0,0,24,16,468,427,16,4,43,34,590,670,10,4,152,205,3591,3825,24,24,75,54,1435,1336,7,4,150,116,6033,4999,20,17
51260,3,0,43,68,0,0,3,13,420,420,8,5,19,20,537,606,9,10,58,61,3890,3835,19,13,32,28,1675,1620,13,7,103,85,8549,7137,37,37
51310,0,0,35,17,0,0,0,0,130,83,3,0,0,0,137,132,0,0,11,7,1060,732,7,3,0,0,430,381,0,0,26,34,9158,8609,19,18
51330,11,8,425,287,0,0,16,16,1062,873,12,8,36,19,878,819,11,4,122,113,4672,4415,17,28,53,46,2088,2160,9,11,162,147,26276,26136,57,54
51400,0,0,18,11,0,0,3,4,107,123,0,0,16,9,203,314,5,0,47,44,1521,1783,3,8,29,19,742,736,5,6,56,42,3772,2864,6,8
51470,0,0,0,0,0,0,0,4,4,14,0,0,0,0,3,20,0,0,4,6,56,67,0,0,6,0,17,17,0,0,0,0,91,83,0,0
51540,6,3,14,19,0,0,31,27,69,103,0,0,33,38,60,99,0,0,104,79,326,463,8,9,53,34,154,188,0,0,66,55,715,610,9,8
51610,0,0,0,0,0,0,0,0,9,12,0,0,0,7,9,32,0,0,4,6,109,159,0,0,9,7,70,85,0,0,3,8,270,210,7,6
51680,0,0,7,0,0,0,0,0,32,56,0,0,0,3,68,121,0,4,10,8,580,695,6,5,3,7,252,268,4,3,7,8,1077,865,13,5
51710,0,0,18,13,0,0,0,0,35,59,0,0,0,0,13,15,0,0,0,0,66,107,0,0,3,0,31,34,0,0,0,0,260,264,0,0
51750,0,0,5,0,0,0,0,0,32,24,0,0,0,0,59,32,0,0,4,5,394,237,0,4,0,5,189,125,0,0,13,13,3838,3406,15,14
51820,5,9,334,253,0,0,26,28,1396,1226,12,7,42,47,1342,1373,17,7,199,179,7735,8292,38,38,97,96,3662,4045,12,17,328,240,29352,25880,55,62
51860,0,0,47,38,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,17,33,0,0,0,0,12,9,0,0,0,0,99,73,0,0
51890,0,4,6,13,0,0,0,5,121,170,0,5,5,15,182,240,4,3,36,47,1104,1178,3,6,23,19,475,517,0,4,25,20,1167,868,7,0
51960,0,3,3,3,0,0,3,9,24,48,0,4,11,7,50,86,0,0,28,32,272,377,3,3,24,16,122,139,3,0,29,20,356,347,3,5
52030,0,0,0,0,0,0,0,0,14,16,0,0,0,3,24,31,0,0,8,5,119,165,0,0,4,0,37,39,0,0,0,7,145,154,0,0
52100,0,0,0,0,0,0,4,0,11,21,0,0,0,0,18,28,0,0,9,0,102,107,0,0,0,0,50,39,0,0,4,0,169,204,0,0
52170,0,0,0,3,0,0,0,0,13,19,0,0,0,0,23,23,0,0,0,0,223,173,8,0,0,0,122,97,0,3,10,0,2674,2586,4,4
52240,0,0,0,0,0,0,0,3,7,27,0,0,0,3,15,30,0,0,0,0,94,120,0,3,3,0,44,46,0,0,0,0,181,159,6,0
52310,0,0,0,0,0,0,0,0,3,18,0,0,0,0,14,39,0,0,0,0,89,113,0,0,0,0,39,41,0,0,0,0,161,130,5,0
52380,0,0,0,0,0,0,0,0,5,9,0,0,0,3,0,5,0,0,0,10,10,26,0,0,0,0,6,14,0,0,0,0,29,49,0,0
52450,0,0,0,0,0,0,3,3,9,24,0,0,0,0,19,22,0,0,4,5,116,122,0,0,0,0,48,47,0,0,0,6,199,211,0,0
52520,0,0,0,0,0,0,0,5,16,23,0,0,0,0,6,20,0,0,17,8,89,95,0,0,4,4,34,44,0,0,0,9,240,264,3,0
52590,0,0,6,3,0,0,0,3,25,56,0,0,3,6,71,112,0,0,11,13,355,436,3,8,0,6,139,151,3,0,20,14,568,488,4,0
52660,0,3,14,20,0,0,5,3,164,181,5,0,12,7,207,287,3,0,49,33,1517,1674,7,5,27,19,677,683,3,5,51,32,2629,2104,14,8
52730,0,0,4,0,0,0,0,0,44,52,0,3,0,4,66,99,0,0,8,3,499,584,0,0,0,4,197,192,0,0,15,4,1457,1191,9,8
52800,50,55,0,7,0,0,122,161,10,27,0,0,128,155,19,37,0,3,425,516,123,224,5,4,309,231,88,79,0,0,343,289,528,407,3,5
52870,0,0,15,15,0,0,0,0,69,99,0,5,0,5,100,167,0,0,21,23,641,756,6,4,10,10,266,265,4,0,17,11,1192,853,10,16
52940,0,0,0,0,0,0,0,0,4,12,0,0,0,0,9,17,0,0,11,0,69,80,0,0,0,0,34,24,0,0,3,3,111,102,0,0
53010,0,0,0,0,0,0,0,0,6,10,0,0,3,3,7,9,0,0,3,5,46,56,0,0,6,0,14,15,0,0,5,0,115,119,0,0
53080,0,0,0,0,0,0,0,3,11,18,4,4,0,5,16,22,0,0,13,20,67,63,3,0,8,0,24,23,0,0,6,6,66,79,0,4
53150,0,0,3,9,0,0,0,0,50,48,0,0,0,0,44,45,5,0,5,6,342,328,0,0,8,0,153,169,0,0,16,12,2371,2062,4,9
53220,13,15,15,18,0,0,47,54,20,23,0,0,45,50,31,104,0,0,120,178,260,752,0,3,97,103,178,449,0,5,220,198,1112,1689,6,16
53290,0,0,11,10,0,0,4,16,151,190,0,0,8,11,241,281,0,0,50,66,1068,1434,13,12,38,22,647,625,5,9,72,44,2415,1957,20,8
53360,4,0,0,4,0,0,0,0,15,18,0,0,0,4,29,64,0,0,6,9,205,297,0,3,7,8,95,146,0,4,3,12,695,546,5,6
53430,0,0,93,69,0,0,13,12,439,339,3,3,16,6,264,277,0,4,36,45,1549,1624,11,8,28,16,687,828,10,7,88,71,9515,8344,29,21
53570,0,0,19,20,0,0,0,5,59,113,3,5,5,0,86,125,0,0,16,25,594,763,12,15,5,3,227,210,0,10,12,9,962,841,3,14
53640,0,0,6,3,0,0,0,3,10,11,0,0,3,4,15,23,0,0,13,9,93,127,0,0,4,4,21,33,0,0,10,11,211,227,0,0
53710,0,0,0,0,0,0,0,6,8,17,0,0,0,0,19,24,0,0,6,5,98,117,3,0,0,0,32,35,0,0,0,5,159,139,0,0
53780,8,35,903,761,0,8,46,65,1652,1509,15,7,69,79,1597,1722,9,8,388,515,8709,9425,35,42,139,117,3693,3863,15,22,370,313,27436,26066,65,75
53800,18,22,88,67,0,0,55,71,456,574,10,7,98,95,602,731,6,5,393,422,3297,3916,27,22,235,133,1741,1679,10,11,381,302,6523,5145,30,27
53920,31,38,0,0,0,0,103,127,0,5,0,0,78,84,4,6,4,0,339,275,29,56,3,3,160,130,21,32,4,0,189,136,161,141,3,6
53990,0,0,24,24,0,0,0,8,293,317,7,8,18,19,420,534,5,8,90,90,2855,3220,17,16,46,30,1288,1259,5,0,74,75,5147,4185,21,14
54060,0,0,3,0,0,0,6,0,51,76,0,0,4,4,77,119,0,4,23,14,409,447,6,3,9,10,187,168,0,0,17,6,564,430,5,3
54130,0,0,0,0,0,0,0,0,3,11,0,0,5,0,8,27,0,0,0,10,89,119,0,0,0,0,51,36,0,0,5,3,218,224,0,0
54170,7,0,178,132,0,8,14,15,1013,747,10,4,15,28,1419,1501,14,6,98,107,10952,11160,50,40,51,43,5217,5443,18,15,209,209,41716,38288,98,99
54200,0,7,133,112,0,0,15,12,538,534,8,3,25,32,719,875,5,8,108,111,4736,5087,15,23,67,49,2142,2267,6,3,166,137,13297,11603,33,29
54280,8,22,34,50,3,0,32,60,231,230,3,0,45,53,308,467,8,3,214,287,2050,2922,13,19,92,87,1016,1314,0,12,176,200,4965,4490,12,14
54310,3,24,10,26,0,0,45,58,55,74,5,4,50,63,102,199,0,0,238,351,877,1529,7,5,145,150,558,868,0,4,252,262,3664,3391,18,16
54340,3,0,56,56,0,0,7,14,85,107,3,0,15,9,65,93,0,4,42,36,293,356,5,5,19,17,151,149,0,0,30,20,567,527,9,3
54410,0,0,0,0,0,0,0,0,16,27,0,6,4,6,24,34,0,0,10,14,120,114,0,0,0,4,49,38,0,0,0,5,160,145,0,0
54480,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,24,50,0,0,0,0,14,14,0,0,0,0,88,99,0,0
54550,0,0,0,0,0,0,5,5,28,26,0,0,0,5,14,37,0,0,12,8,140,189,5,3,4,0,62,69,0,0,10,5,369,339,0,3
54620,0,0,0,4,0,0,3,0,6,18,0,0,3,3,13,20,0,0,13,8,60,91,0,4,0,0,29,35,0,0,3,0,145,131,0,0
54690,0,0,0,0,0,0,0,0,3,11,0,0,0,0,4,12,0,0,0,0,36,49,0,0,4,0,9,18,0,0,0,0,65,63,0,0
54760,0,0,0,0,0,0,0,0,4,17,0,0,0,0,7,10,0,0,4,0,48,68,0,0,0,0,27,26,0,0,3,6,151,153,0,0
54830,3,50,111,97,0,0,21,53,406,387,6,4,37,38,564,649,3,3,132,514,3338,4075,14,18,69,46,1538,1688,4,9,191,183,9339,8279,24,21
54900,0,0,0,0,0,0,0,0,8,12,0,0,0,0,13,22,0,0,0,3,94,133,0,0,3,0,49,46,0,0,7,4,249,265,0,0
54970,0,0,0,5,0,0,13,10,0,13,0,0,10,6,0,13,0,0,48,47,21,81,0,0,23,24,24,58,0,0,21,23,86,190,0,0
55040,0,0,0,5,0,0,15,5,9,10,0,0,6,4,13,31,0,5,12,13,75,121,0,0,13,6,32,62,0,0,11,14,160,222,0,0
55110,10,14,100,108,5,0,30,29,1192,1178,18,20,59,68,1899,1931,17,25,260,234,10090,9438,59,54,97,104,4126,3697,23,16,285,222,16873,14132,69,63
55180,0,0,17,39,0,0,3,0,138,157,3,5,4,6,154,240,0,3,28,34,842,1078,10,5,13,10,450,377,3,3,35,30,1625,1344,8,8
55250,3,0,0,6,0,0,16,23,0,9,0,0,7,15,9,15,0,0,49,43,27,100,0,4,22,16,20,41,0,0,43,15,83,151,0,3
55320,3,0,199,133,0,0,7,16,931,601,13,3,21,24,906,751,8,8,79,62,5986,4854,43,24,26,38,2481,2295,12,11,168,136,30297,27641,57,68
55390,7,0,0,0,0,0,0,5,0,4,0,0,0,8,0,6,0,0,14,15,15,53,0,0,3,4,9,25,0,0,10,11,32,111,0,0
55460,0,0,4,0,0,0,4,3,32,58,0,3,7,4,54,66,0,0,15,19,256,316,0,0,5,4,135,146,0,0,12,17,485,452,3,0
55530,0,0,0,0,0,0,3,4,3,5,0,0,0,0,9,8,0,0,0,0,29,32,0,0,0,0,14,17,0,0,3,0,54,68,0,0
55600,0,0,0,0,0,0,6,6,21,28,0,0,3,4,36,52,0,0,24,27,150,210,3,3,19,13,69,84,0,0,29,20,390,315,0,0
55670,0,0,0,0,0,0,0,0,5,8,0,0,0,4,11,11,0,0,6,7,39,49,0,0,3,0,29,26,0,0,12,11,100,81,0,0
55740,0,3,12,6,0,0,0,4,34,38,3,0,0,0,40,43,0,0,6,9,297,273,0,0,6,4,148,149,0,0,15,11,2941,2671,6,8
55810,0,0,0,0,0,0,0,5,0,4,0,0,0,3,11,11,0,0,5,7,23,29,0,0,0,0,16,17,0,0,8,6,53,59,0,0
55880,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,13,0,0,0,5,41,49,0,0,0,0,19,18,0,0,0,0,82,84,0,0
55950,0,0,0,0,0,0,0,0,6,7,0,0,0,0,5,8,0,0,4,4,56,77,0,0,0,0,19,20,0,0,7,4,82,73,0,0
56090,0,39,36,113,0,0,10,29,328,341,4,0,13,21,475,556,9,9,56,553,3221,4234,12,15,31,47,1406,1523,5,13,134,154,8503,7381,40,31
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,0,0,3,6,3,0,0,0,0,4,12,16,0,0
56230,0,7,10,21,0,0,4,8,214,302,0,10,8,13,351,470,4,6,52,41,2093,2227,14,14,20,39,937,788,6,3,46,43,2811,2344,20,12
56300,0,0,0,3,0,0,0,0,12,22,0,0,0,0,21,28,0,0,5,9,140,181,0,0,0,0,77,65,0,0,3,7,278,258,0,0
56370,0,0,0,0,0,0,0,0,13,14,0,0,0,0,12,19,0,0,4,0,54,70,0,0,0,0,25,35,0,0,0,0,130,122,0,0
56460,0,0,11,15,0,0,4,11,65,70,3,0,11,5,84,104,3,0,24,22,396,459,6,4,13,10,221,172,0,7,26,26,819,690,6,7
56580,0,0,19,11,0,0,0,0,60,47,0,0,0,0,99,73,4,0,5,0,633,425,6,0,4,0,274,254,5,5,16,21,7225,6912,19,25
56620,17,11,0,0,0,0,68,50,0,5,0,0,42,50,0,3,0,0,140,107,10,15,0,0,64,69,9,0,0,0,67,55,31,40,0,0
56730,0,4,10,16,0,0,12,12,149,191,4,0,27,15,213,280,0,0,85,68,1123,1212,9,10,38,33,491,414,3,0,38,54,1733,1367,8,10
56790,0,0,5,10,0,0,3,4,44,66,0,0,3,6,58,88,3,0,22,23,323,438,0,6,11,9,131,120,0,0,14,15,471,412,13,4
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,19,24,0,0,0,0,14,7,0,0,0,0,32,39,0,0
56930,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,36,21,0,0,0,0,31,20,0,0,0,0,508,461,6,0
57000,0,0,0,0,0,0,0,0,3,15,0,0,0,0,6,5,0,0,4,0,34,51,0,0,0,0,27,27,0,0,3,0,65,113,0,0
57080,0,0,55,58,0,0,3,0,106,83,0,0,6,7,119,159,0,3,24,21,766,839,3,9,17,17,485,657,4,3,105,110,9552,10250,8,14
57140,0,0,0,0,0,0,3,0,11,25,0,0,9,5,26,32,0,0,15,12,90,122,0,3,0,3,41,39,0,0,4,4,172,144,0,0
57210,0,0,18,33,0,0,0,10,58,74,0,0,4,8,78,130,0,4,22,23,501,634,3,9,17,0,211,197,0,3,15,19,938,797,9,7
57280,17,20,19,18,0,0,49,43,60,67,0,0,68,67,75,164,5,6,278,260,636,1053,3,6,167,177,373,616,0,0,306,283,2409,2188,12,15
57350,0,0,0,0,0,0,6,6,10,19,0,0,0,4,22,12,0,0,7,14,105,93,0,0,8,0,23,30,0,0,10,0,121,97,0,0
57420,0,0,0,3,0,0,0,0,20,26,0,0,4,3,37,52,0,0,4,5,163,248,3,3,7,3,84,68,0,0,12,3,364,357,0,0
57490,0,7,157,152,3,5,25,33,1118,1009,18,11,90,68,1927,2040,14,14,294,304,12184,12537,59,64,155,147,5805,5940,19,24,435,377,26464,22534,82,85
57630,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,10,13,0,0,0,0,0,4,0,0,0,0,15,18,0,0
57700,0,12,25,44,0,0,0,4,177,243,0,4,10,11,368,563,3,5,67,99,2695,3226,14,15,40,27,1339,1378,7,10,122,84,6212,4936,19,18
57770,0,0,0,0,0,0,0,4,10,13,0,0,5,4,18,16,0,0,12,19,81,117,0,0,3,9,39,33,0,0,9,3,182,134,0,0
57840,3,3,98,56,0,0,4,10,277,195,4,0,12,6,299,248,0,0,38,32,2022,1639,5,9,37,18,973,848,4,0,82,93,13531,12871,35,19
57910,13,11,1118,830,5,6,47,36,3336,2430,32,22,59,59,2398,2034,23,17,246,210,12588,11157,61,45,114,99,5577,5499,25,26,471,362,63100,58175,148,134
57980,0,0,8,8,0,0,0,5,81,52,0,6,0,0,95,83,0,0,4,7,567,391,0,8,6,4,253,227,0,0,36,32,5966,5312,13,18
58050,24,7,693,497,4,6,73,69,1667,1435,14,19,97,100,1797,1968,14,13,562,427,10973,11787,53,49,211,196,5315,5435,16,15,641,547,33018,29535,77,80
58190,0,0,0,0,0,0,3,0,3,12,0,0,0,0,0,14,0,0,6,3,21,35,0,0,3,0,7,16,0,0,3,0,60,68,0,0
58260,0,0,0,0,0,0,0,3,6,7,0,0,0,0,9,8,0,0,0,4,36,57,0,0,0,5,15,24,0,0,6,0,88,81,3,0
58330,0,0,0,5,0,0,0,4,57,71,0,0,3,0,80,104,4,0,9,17,468,603,0,0,7,8,213,194,0,5,14,13,786,678,4,5
58400,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10,9,0,0,0,3,42,44,0,0,0,0,5,13,0,0,4,3,32,39,0,0
58470,0,0,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,0,11,11,7,10,0,0,9,5,4,5,0,0,6,4,13,15,0,0
58510,5,0,103,100,4,3,15,6,339,246,9,0,5,12,302,287,0,0,77,64,1674,1791,7,14,31,23,805,962,3,4,108,126,10764,10421,15,27
58540,0,0,0,3,0,0,0,0,13,9,0,0,0,0,11,14,0,0,0,7,87,103,0,0,0,0,26,32,0,0,0,3,116,133,0,3
58570,0,0,150,74,0,0,0,4,436,257,4,3,6,8,177,181,0,0,23,19,1284,1353,6,3,16,9,697,815,0,0,87,65,11668,11251,14,14
58610,0,0,3,4,0,0,0,0,19,40,0,0,3,0,40,49,0,0,3,7,197,211,3,3,0,6,70,65,0,5,0,3,284,248,0,0
58680,0,0,0,3,0,0,0,0,6,6,0,0,0,0,5,15,0,0,0,0,45,64,0,0,0,0,21,20,0,0,3,0,76,87,0,0
58760,16,18,988,735,7,7,41,28,2072,1671,11,10,81,73,2338,2462,17,10,354,315,14184,15024,54,64,184,137,7235,7488,24,26,487,401,47954,41879,112,118
58820,0,0,3,8,0,0,0,3,74,75,6,0,6,10,91,119,0,0,14,13,495,586,0,9,12,9,214,194,0,0,25,17,587,485,0,4
58890,0,0,0,0,0,0,0,0,5,15,0,0,0,0,8,20,0,0,3,3,57,89,0,0,0,3,24,21,0,0,3,3,150,145,0,0
59030,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,11,0,0,3,0,19,23,0,0,0,0,18,11,0,0,0,0,43,45,0,0
59100,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,21,0,0,0,0,57,83,0,0,0,0,26,25,0,0,3,0,113,105,0,0
59170,0,0,0,4,0,0,0,0,8,7,0,0,0,0,14,13,0,0,6,0,73,85,0,0,0,0,34,38,0,0,0,0,198,199,0,0
59250,0,0,0,0,0,0,10,5,0,9,0,0,4,0,0,9,0,0,29,15,7,36,0,0,0,3,3,20,0,0,9,12,34,77,0,0
59310,0,0,0,0,0,0,0,0,17,12,0,0,4,3,20,25,0,0,8,12,125,160,4,3,0,0,40,53,0,0,8,10,211,232,4,3
59320,0,0,0,0,0,0,0,0,7,7,0,0,0,0,11,13,0,0,0,0,39,42,0,0,0,0,7,13,0,0,0,0,78,80,0,3
59330,0,0,0,0,0,0,0,0,10,7,0,0,0,0,16,17,0,0,4,5,37,51,0,0,0,0,21,27,0,0,0,9,68,76,0,0
