lgacode16,pd_gd_gc_indig_f,pd_gd_gc_indig_m,pd_gd_gc_non_indig_f,pd_gd_gc_non_indig_m,pd_gd_gc_indig_stat_notstated_f,pd_gd_gc_indig_stat_notstated_m,bd_indig_f,bd_indig_m,bd_non_indig_f,bd_non_indig_m,bd_indig_stat_notstated_f,bd_indig_stat_notstated_m,adip_dip_indig_f,adip_dip_indig_m,adip_dip_non_indig_f,adip_dip_non_indig_m,adip_dip_indig_stat_notstated_f,adip_dip_indig_stat_notstated_m,ct_iii_iv_indig_f,ct_iii_iv_indig_m,ct_iii_iv_non_indig_f,ct_iii_iv_non_indig_m,ct_iii_iv_indig_stat_notstated_f,ct_iii_iv_indig_stat_notstated_m,ct_i_ii_indig_f,ct_i_ii_indig_m,ct_i_ii_non_indig_f,ct_i_ii_non_indig_m,ct_i_ii_indig_stat_notstated_f,ct_i_ii_indig_stat_notstated_m
52450,0,0,9,0,0,0,0,0,52,22,0,0,0,0,23,26,0,0,0,3,50,158,0,0,0,0,12,7,0,0
52520,0,0,20,0,0,0,0,0,60,30,0,0,0,0,48,27,0,0,0,3,38,128,0,3,0,0,8,9,0,0
52590,0,0,24,15,0,0,0,0,136,64,0,3,0,0,108,80,0,0,5,4,124,400,0,0,4,0,23,13,0,0
52660,0,0,128,95,0,0,8,3,535,293,3,3,4,3,486,325,4,0,18,15,888,1709,12,14,9,0,136,57,0,0
52730,0,0,159,134,0,0,3,0,387,267,3,0,0,0,296,180,0,3,7,3,238,564,3,3,0,0,45,21,0,0
52800,10,3,109,57,0,0,32,13,224,122,3,0,39,13,108,74,0,0,142,184,93,305,0,7,71,70,14,16,0,0
52870,0,0,93,53,0,0,0,5,280,151,3,3,8,3,238,161,5,3,8,5,272,624,3,10,0,0,39,27,0,0
52940,0,0,3,3,0,0,0,0,27,8,0,0,0,0,29,11,0,0,0,0,24,47,0,0,0,0,13,3,0,0
53010,0,0,3,0,0,0,0,0,48,18,0,0,0,0,16,13,0,0,0,0,31,45,0,3,0,0,0,0,0,0
53080,0,0,4,3,0,0,0,0,14,13,0,0,0,0,9,14,0,0,0,3,19,70,0,0,0,0,9,3,0,0
53150,0,0,410,351,0,0,0,0,865,730,12,6,0,0,367,260,0,0,0,4,190,401,3,3,0,0,24,22,0,0
53220,3,0,65,102,0,0,9,4,264,344,5,4,24,11,166,270,4,6,54,148,291,1797,3,19,31,15,37,48,0,0
53290,0,0,161,92,0,0,3,0,523,295,6,0,5,5,461,258,3,0,16,23,626,1389,7,20,12,9,135,64,3,0
53360,0,0,47,22,0,0,0,3,160,80,3,3,0,0,100,73,0,0,3,8,119,402,0,4,0,0,26,20,0,0
53430,4,4,1609,1211,4,3,17,7,3166,2264,13,14,9,9,1134,1019,6,8,11,22,813,2034,13,22,9,3,104,73,0,0
53570,0,0,42,22,0,0,0,0,176,103,0,0,0,0,156,116,5,0,3,3,206,674,0,4,0,0,37,19,0,0
53640,0,0,14,4,0,0,0,0,49,20,0,0,0,0,35,29,0,0,3,3,44,97,0,0,3,0,9,3,0,0
53710,0,0,15,11,0,0,0,0,44,23,0,0,5,0,36,15,0,0,0,3,47,89,0,3,0,0,9,3,0,0
53780,18,11,2289,2143,7,8,39,12,6596,5025,22,8,56,20,4198,3549,18,10,117,128,4627,10866,14,38,28,9,747,500,3,0
53800,9,3,493,324,0,0,35,13,1542,766,12,0,64,25,1269,826,3,8,140,197,1774,4110,10,37,51,30,324,212,0,0
53920,0,0,37,23,0,0,11,0,72,46,0,0,9,10,24,32,0,0,35,75,19,67,0,0,15,13,0,3,0,0
53990,3,0,293,176,3,3,13,3,1111,627,7,3,4,3,953,645,3,3,22,34,1455,3112,10,18,3,6,219,122,0,0
54060,0,0,31,18,0,0,3,0,109,48,0,0,0,0,142,71,0,0,4,7,161,447,3,3,0,0,31,22,0,0
54130,0,0,10,3,0,0,0,0,53,27,0,0,0,0,35,15,0,0,0,0,48,112,0,0,0,0,10,7,0,0
54170,12,8,4062,3757,13,8,32,23,12146,9270,27,34,35,26,7492,6098,31,24,42,73,6174,16182,29,103,11,4,894,481,3,0
54200,9,5,1144,987,0,3,15,4,3300,2366,11,5,35,9,2528,1799,11,6,36,68,2591,6291,15,36,15,10,371,171,3,0
54280,6,3,380,354,0,0,22,9,1228,799,7,0,29,12,830,590,3,4,68,111,1204,3585,11,14,20,6,201,111,3,0
54310,3,3,283,237,3,0,32,12,976,670,4,3,29,11,662,556,3,3,74,160,801,2841,3,24,30,18,148,81,0,0
54340,0,0,32,20,0,0,8,0,146,67,0,0,9,5,84,52,3,0,13,11,152,341,0,0,4,0,31,22,0,0
54410,0,0,7,3,0,0,0,0,52,15,0,0,0,0,32,24,0,0,3,3,52,104,0,0,0,0,3,3,0,0
54480,0,0,7,0,0,0,0,0,30,11,0,0,0,0,21,10,0,0,0,0,25,38,0,0,0,0,7,0,0,0
54550,0,0,17,8,0,0,0,0,117,56,0,0,0,0,73,33,0,0,3,4,81,148,0,0,0,0,7,10,0,0
54620,0,0,12,3,0,0,0,0,41,24,0,0,3,0,30,6,0,0,0,0,25,77,0,0,0,0,3,0,0,0
54690,0,0,6,0,0,0,0,0,13,6,0,0,0,0,7,3,0,0,0,0,21,40,0,0,0,0,0,3,0,0
54760,0,0,12,0,0,0,0,0,42,25,0,0,0,0,23,14,0,0,0,0,29,58,0,0,0,0,0,5,0,0
54830,8,0,643,487,0,0,20,9,1886,1260,8,0,20,8,1289,992,3,4,45,68,1901,3788,8,27,11,3,315,172,3,0
54900,0,0,10,0,0,0,0,0,74,29,0,0,0,0,36,19,0,0,0,0,44,128,0,0,0,0,5,8,0,0
54970,0,0,12,16,0,0,3,0,20,35,0,0,3,0,10,32,0,0,5,12,24,178,0,0,0,0,0,4,0,0
55040,0,0,14,18,0,0,0,0,33,41,0,0,0,0,24,28,0,0,7,3,30,176,0,0,0,0,8,3,0,0
55110,4,4,1015,737,3,3,25,10,3255,1972,14,15,48,16,3310,2263,15,10,86,130,4265,9401,34,88,17,15,578,329,7,4
55180,0,0,117,67,0,0,5,0,334,209,0,0,3,3,277,188,0,0,20,16,402,903,3,11,0,4,90,28,0,0
55250,0,0,14,14,0,0,0,0,27,37,0,0,7,0,22,23,0,0,6,17,18,83,0,0,0,0,3,5,0,0
55320,8,8,4046,3965,7,12,31,14,10270,8651,29,33,16,10,4543,3746,29,16,18,46,2712,6546,23,36,4,8,416,219,3,0
55390,0,0,3,11,0,0,0,0,13,12,0,0,0,0,0,15,0,0,3,5,10,56,0,7,3,3,0,0,0,0
55460,0,0,34,21,0,0,0,0,127,64,0,0,3,0,101,52,0,0,4,7,113,328,0,0,6,3,25,10,0,0
55530,0,0,3,0,0,0,0,0,20,14,0,0,0,0,12,4,0,0,0,0,13,42,0,0,0,0,8,0,0,0
55600,0,0,20,12,0,0,0,0,99,51,0,0,3,0,74,36,0,0,14,6,83,212,0,0,0,3,19,8,0,0
55670,0,0,10,6,0,0,0,0,31,14,0,0,0,0,22,9,0,0,4,3,21,54,0,0,0,0,4,8,0,0
55740,0,0,547,451,0,0,0,3,1089,974,8,0,0,0,369,256,3,0,3,4,147,341,0,3,0,0,28,19,0,0
55810,0,0,0,4,0,0,0,0,15,7,0,0,0,0,7,6,0,0,3,4,7,34,0,0,4,0,0,3,0,0
55880,0,0,0,0,0,0,0,0,17,14,0,0,0,0,12,5,0,0,0,0,18,30,0,0,0,0,13,3,0,0
55950,0,0,0,5,0,0,0,0,33,4,0,0,0,0,17,12,0,0,0,0,24,56,0,0,0,0,3,0,0,0
56090,6,5,902,632,3,3,12,8,2225,1494,4,6,22,15,1679,1248,14,3,26,45,1658,4221,7,29,4,3,211,116,6,0
56160,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0
56230,0,0,148,76,0,0,6,0,502,250,3,0,7,6,548,346,3,0,23,19,897,1987,4,22,5,4,130,80,0,0
56300,0,0,31,17,0,0,0,0,61,39,0,0,3,0,69,35,0,0,0,0,56,133,0,3,0,0,9,7,0,0
56370,0,0,8,3,0,0,0,0,44,16,0,0,0,0,23,5,3,0,0,0,20,48,0,0,0,0,3,0,0,0
56460,0,0,65,42,0,0,0,3,200,129,0,0,3,5,188,89,0,0,10,9,219,445,0,5,3,0,50,36,0,0
56580,0,4,1418,1627,0,4,0,3,2925,2743,11,9,4,0,830,491,3,3,0,6,256,496,0,3,0,0,52,14,0,0
56620,0,0,13,5,0,0,3,3,21,12,0,0,5,0,9,6,0,0,5,16,10,17,0,0,3,3,3,0,0,0
56730,0,0,101,74,0,0,8,4,348,177,0,0,10,4,338,219,5,0,26,17,472,1071,7,11,3,3,119,59,0,0
56790,0,0,29,14,0,0,3,0,107,55,0,0,3,0,108,73,0,0,10,9,127,371,0,3,0,0,27,17,0,0
56860,0,0,3,0,0,0,0,0,6,5,0,0,0,0,10,4,3,0,0,0,9,18,0,0,0,0,0,0,0,0
56930,0,0,74,73,0,0,0,0,220,226,0,0,0,0,73,31,0,0,0,0,16,27,0,0,0,0,3,0,0,0
57000,0,0,5,7,0,0,0,0,17,14,0,0,0,0,13,13,0,0,3,3,14,105,0,4,0,0,3,3,0,0
57080,3,3,1164,1319,0,3,13,7,2738,2837,10,18,3,4,905,906,4,8,9,16,452,1011,3,9,3,3,58,51,0,0
57140,0,0,4,3,0,0,0,0,35,10,0,0,3,0,41,17,0,0,4,6,48,81,0,4,3,0,7,3,0,0
57210,0,0,63,40,0,0,5,0,191,115,3,3,0,3,198,129,0,0,12,6,251,476,5,7,3,0,45,25,0,0
57280,7,6,184,141,0,0,26,4,614,335,0,3,38,11,444,347,3,0,99,166,482,1853,8,21,42,18,86,42,0,0
57350,0,0,13,3,0,0,0,0,35,19,0,0,0,0,31,14,0,0,3,0,35,76,0,0,0,0,3,0,0,0
57420,0,0,15,9,0,0,0,0,68,40,3,3,0,0,76,40,4,0,0,0,54,184,0,0,0,0,12,7,0,0
57490,11,7,1456,1022,9,8,42,20,4944,2777,17,18,61,40,4872,3610,24,14,157,176,7157,15008,47,101,52,20,972,536,5,11
57630,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0
57700,4,0,342,225,3,0,11,4,1090,612,3,0,11,3,1072,701,3,3,27,36,1531,3321,3,15,3,3,222,87,0,0
57770,0,0,6,7,0,0,0,0,50,30,0,0,0,4,29,21,0,0,3,4,37,112,0,0,0,0,16,6,0,0
57840,4,3,2227,2197,4,6,16,12,4752,4383,19,15,15,6,1784,1490,11,7,12,25,1052,2159,7,5,5,4,178,82,0,0
57910,29,13,7497,6639,20,28,73,44,19819,16312,64,49,59,19,9073,7979,40,33,101,137,6765,15465,37,90,25,13,965,608,4,0
57980,4,0,1498,1542,3,0,13,11,2712,2477,9,6,0,3,711,569,6,3,7,8,303,557,0,10,0,0,45,37,0,0
58050,21,3,1997,1586,0,3,70,14,6520,4402,13,8,73,35,5274,3961,20,16,171,227,6435,13445,29,78,46,25,941,546,5,0
58190,0,0,7,0,0,0,0,0,22,7,0,0,0,0,7,4,0,0,3,0,7,21,0,0,0,0,3,0,0,0
58260,0,0,7,0,0,0,0,0,25,16,0,0,0,0,19,10,0,0,0,3,19,50,0,3,0,0,4,0,0,0
58330,0,0,77,42,0,0,3,0,172,95,3,0,3,5,197,125,0,0,7,11,190,561,0,3,3,0,29,17,0,0
58400,0,0,5,0,0,0,0,0,4,9,0,0,0,0,3,4,0,0,0,0,7,29,0,0,0,0,5,3,0,0
58470,0,0,9,3,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,4,4,12,0,0,3,0,0,0,0,0
58510,13,6,1515,1339,0,0,21,16,3511,2929,8,5,9,10,1464,1359,8,6,24,25,1043,2433,9,19,10,6,141,124,0,0
58540,0,0,8,9,0,0,0,0,43,21,0,0,0,0,32,21,0,0,0,0,31,66,0,0,0,0,6,0,0,0
58570,9,4,1934,1624,6,4,11,18,4289,3868,9,16,7,3,1347,1222,3,8,8,22,879,1938,5,12,7,3,116,97,0,0
58610,0,0,17,5,0,0,0,0,67,25,0,0,3,0,44,29,0,0,0,0,79,167,0,0,0,0,20,10,0,0
58680,0,0,5,0,0,0,0,0,17,4,0,0,0,0,12,5,0,0,0,0,15,45,0,0,0,0,9,3,0,0
58760,12,14,2795,2273,10,3,51,21,9806,6314,28,24,66,32,8077,5632,26,35,110,170,9221,19510,48,112,33,11,1264,722,13,11
58820,0,0,29,9,0,0,0,0,113,48,0,0,0,0,131,83,3,0,3,4,202,490,7,5,3,0,33,13,0,0
58890,0,0,13,6,0,0,0,0,34,14,0,0,0,0,27,8,0,0,0,0,33,56,0,0,0,0,4,5,0,0
59030,0,0,8,0,0,0,0,0,20,14,0,0,0,0,7,8,0,0,0,0,7,39,0,0,0,0,3,0,0,0
59100,0,0,6,0,0,0,0,0,25,14,0,0,0,0,29,14,0,0,0,0,26,53,0,0,0,0,3,11,0,0
59170,0,0,14,5,0,0,0,0,55,21,0,0,0,0,26,30,0,0,0,3,40,84,0,0,0,0,3,7,0,0
59250,0,0,3,7,0,0,0,0,31,25,0,0,0,0,6,22,0,0,7,5,9,122,0,0,3,0,3,7,0,0
59310,0,0,12,9,0,0,3,0,49,30,0,0,0,0,47,17,0,0,6,3,54,152,0,0,0,0,15,3,0,0
59320,0,0,8,0,0,0,3,0,20,10,0,0,0,0,11,4,0,0,0,0,14,38,0,0,0,0,6,0,0,0
59330,0,0,7,0,0,0,0,0,20,8,0,0,0,0,15,6,0,0,0,0,18,44,0,0,0,0,3,0,0,0
59340,6,0,117,66,0,0,21,11,382,176,4,0,23,12,195,141,4,0,63,89,184,580,7,4,38,20,33,14,0,0
59350,0,0,3,4,0,0,0,0,11,20,0,0,0,0,12,13,0,0,4,0,10,42,0,0,0,3,0,0,0,0
59360,0,0,11,3,0,0,0,0,38,18,0,0,0,0,27,20,0,0,0,3,34,138,0,0,0,0,10,3,0,0
59370,0,0,49,25,0,0,0,0,175,90,0,0,3,0,147,99,0,0,0,3,146,363,0,3,0,0,27,6,0,0
59499,0,0,90,76,0,0,0,3,300,219,0,0,5,3,148,148,0,0,12,30,208,715,0,3,3,7,32,27,0,0
59799,0,0,0,6,0,0,0,0,3,29,0,4,0,3,4,54,0,0,0,0,4,130,0,0,0,0,0,3,0,0
60210,0,0,79,44,0,0,3,3,246,153,7,0,5,3,197,121,3,3,9,10,288,693,3,10,4,0,57,25,3,0
60410,7,0,107,53,0,0,11,4,327,193,0,0,19,7,402,263,3,0,67,88,833,1476,6,18,29,3,157,76,3,0
60610,9,0,212,160,4,0,24,6,668,406,4,0,26,14,612,381,3,0,80,111,963,1881,8,18,32,19,181,102,0,0
60810,8,3,288,231,3,0,25,14,894,530,5,3,41,22,763,462,10,3,98,134,1020,2327,9,21,27,16,172,95,0,0
61010,0,0,27,19,0,0,0,0,70,51,0,0,7,0,52,49,0,0,3,7,81,194,0,3,3,0,23,15,0,0
61210,4,0,54,20,0,0,15,3,189,93,0,0,31,14,179,120,0,3,79,85,329,704,3,13,19,8,68,30,0,0
61410,22,5,1446,1077,6,3,45,35,3420,2358,18,7,48,30,2097,1758,20,11,110,141,2459,5257,25,41,19,10,373,190,4,0
61510,0,0,101,71,0,0,4,0,227,130,0,0,10,3,276,197,0,3,30,29,505,1023,0,4,8,3,92,50,0,0
61610,5,0,252,202,0,0,37,8,882,483,7,3,34,18,870,518,3,3,100,111,1310,2477,8,20,27,17,233,126,0,0
61810,0,0,56,30,0,0,3,0,205,97,4,0,5,0,201,105,3,0,6,19,286,688,3,5,0,3,64,24,0,0
62010,0,0,19,18,3,0,0,0,45,22,0,0,4,0,42,29,0,4,12,14,28,99,0,0,3,0,4,0,0,0
62210,0,0,53,42,0,0,5,0,193,99,3,0,7,0,191,115,0,0,14,14,290,692,4,6,5,0,56,38,4,0
62410,0,0,61,36,0,0,3,0,171,128,0,0,0,3,188,142,3,3,5,8,177,485,0,6,7,3,35,13,0,0
62610,10,6,695,455,0,4,41,18,1587,1102,13,3,50,23,1333,978,15,9,138,185,2426,4446,18,36,36,5,411,219,3,0
62810,24,18,3452,2896,15,6,37,38,5815,4838,27,24,22,13,1942,1541,10,4,31,52,1305,2619,0,33,13,3,195,190,5,0
63010,4,3,360,273,3,3,15,11,876,528,6,3,21,10,623,476,7,5,77,132,637,1521,12,14,18,10,116,76,5,0
63210,3,0,77,44,0,0,5,3,234,135,0,0,7,4,239,134,0,0,20,22,267,684,8,9,0,3,58,23,0,0
63410,0,0,22,19,0,0,0,0,82,38,0,0,0,0,50,45,0,0,3,5,67,202,0,3,0,0,0,6,0,0
63610,23,8,1394,1074,13,8,38,11,2900,2076,17,12,54,14,1570,1172,7,8,85,121,1419,3003,13,24,18,11,228,113,0,0
63810,0,7,131,80,0,0,13,0,437,232,0,0,11,7,383,252,0,3,40,51,552,1233,0,9,10,3,92,36,0,0
64010,13,5,1291,1047,7,3,35,28,3769,2439,14,5,51,24,2148,1524,19,7,114,150,2930,5645,24,54,50,14,537,298,6,0
64210,3,0,251,187,4,3,6,5,917,508,5,0,10,11,677,494,7,7,33,36,952,1960,0,20,3,4,171,69,0,0
64610,3,0,172,104,3,0,5,0,503,263,3,0,6,4,429,301,0,0,13,27,562,1331,3,8,6,3,111,47,0,0
64810,3,4,206,131,0,0,10,6,552,323,3,0,18,11,556,333,0,4,43,54,820,1667,0,14,11,0,131,69,3,0
65010,0,0,47,23,0,0,3,0,158,92,0,4,3,0,149,93,0,0,17,23,281,624,3,11,6,0,52,23,0,0
65210,0,0,53,37,0,0,0,0,97,67,0,0,8,0,91,65,0,0,4,14,104,246,3,0,0,0,18,9,0,0
65410,12,0,182,124,0,0,17,17,483,259,5,3,42,16,454,286,7,4,54,111,661,1414,9,19,16,5,123,48,3,3
65610,0,0,26,24,0,0,0,0,106,75,0,0,5,0,99,67,0,0,17,29,163,477,0,11,6,0,31,21,0,0
65810,6,3,520,406,0,0,11,5,1357,831,8,7,16,7,903,657,7,3,31,40,1064,2486,4,24,11,7,191,82,0,0
69499,0,0,25,14,0,0,0,0,38,37,0,0,0,0,36,18,0,0,3,3,27,82,0,0,0,0,8,6,0,0
69799,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0
70200,40,9,901,524,0,7,83,20,1667,989,4,7,86,37,790,714,6,7,145,187,884,1954,7,28,41,21,107,72,5,0
70420,8,6,70,52,0,0,21,7,165,95,3,0,38,7,65,76,0,3,85,138,91,237,0,6,34,30,21,9,0,0
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0
70620,0,3,17,5,0,0,3,0,58,36,0,0,14,8,18,20,0,0,38,59,24,58,0,3,22,22,3,3,0,0
70700,3,0,13,10,0,0,3,0,36,27,3,0,5,3,32,19,0,0,7,19,42,96,0,0,10,5,10,8,0,0
71000,61,23,3054,2377,10,11,145,66,6281,4719,23,22,147,74,2672,2568,17,15,271,354,2632,6691,16,54,75,42,294,268,3,0
71300,15,5,54,20,0,0,11,5,73,46,0,0,43,8,17,25,0,0,112,89,24,63,0,0,107,95,3,3,0,0
72200,12,5,168,97,0,0,25,10,447,237,3,3,39,27,282,240,7,5,63,99,297,785,8,12,33,12,41,27,0,0
72300,15,3,342,135,0,3,34,17,833,436,7,4,44,22,714,558,11,4,78,169,1042,3542,11,55,17,6,143,96,3,0
72330,0,0,41,34,0,0,27,9,78,41,0,0,21,3,34,33,0,0,75,93,38,75,0,0,61,47,7,3,0,0
72800,16,7,592,365,6,0,61,25,1591,828,15,5,104,52,1160,938,10,7,216,236,1788,3750,10,29,53,25,231,161,3,3
73600,4,0,39,23,0,0,34,13,67,64,0,0,32,6,48,31,0,0,76,100,43,148,0,0,54,59,0,8,0,0
74050,5,0,12,7,0,0,8,3,26,25,0,0,9,9,4,0,0,0,22,31,18,39,0,0,12,12,0,0,0,0
74550,0,0,22,9,0,0,9,3,42,23,0,0,11,4,30,41,0,4,32,54,44,98,3,0,29,21,9,4,0,0
74560,3,0,15,12,0,0,0,0,39,23,0,0,0,0,19,16,0,0,0,3,12,53,0,0,0,0,0,0,0,0
74660,3,4,49,32,0,3,20,10,98,67,0,3,34,15,57,49,0,0,58,115,46,163,0,10,28,27,4,3,0,0
74680,0,0,22,10,0,0,3,0,28,24,0,0,4,0,12,6,0,0,23,35,9,19,0,0,36,39,0,0,0,0
79399,3,0,174,126,3,0,14,8,386,284,0,0,17,10,202,197,10,0,44,57,230,759,10,11,13,6,48,32,0,0
79499,0,0,54,25,0,0,3,0,116,59,0,0,4,3,65,49,0,0,3,15,60,230,3,4,5,10,10,3,0,0
79799,0,0,0,0,0,0,0,0,3,14,0,7,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0
89399,145,118,23935,23847,70,71,297,215,38871,31995,138,97,270,204,16102,13013,86,52,347,390,12108,22165,56,110,61,36,1730,1140,17,8
89499,3,0,27,22,0,0,0,0,54,25,0,0,0,0,14,15,0,0,0,3,17,33,0,0,3,0,3,3,0,0
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99399,0,0,70,55,0,0,6,8,171,129,3,0,3,0,161,100,0,0,6,11,134,436,5,5,3,3,25,28,0,0
99499,0,0,4,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
