lgacode21,arthritis_indig_f,arthritis_indig_m,arthritis_non_indig_f,arthritis_non_indig_m,arthritis_indig_stat_notstated_f,arthritis_indig_stat_notstated_m,asthma_indig_f,asthma_indig_m,asthma_non_indig_f,asthma_non_indig_m,asthma_indig_stat_notstated_f,asthma_indig_stat_notstated_m,cancer_indig_f,cancer_indig_m,cancer_non_indig_f,cancer_non_indig_m,cancer_indig_stat_notstated_f,cancer_indig_stat_notstated_m,dementia_indig_f,dementia_indig_m,dementia_non_indig_f,dementia_non_indig_m,dementia_indig_stat_notstated_f,dementia_indig_stat_notstated_m,diabetes_indig_f,diabetes_indig_m,diabetes_non_indig_f,diabetes_non_indig_m,diabetes_indig_stat_notstated_f,diabetes_indig_stat_notstated_m,heartdisease_indig_f,heartdisease_indig_m,heartdisease_non_indig_f,heartdisease_non_indig_m,heartdisease_indig_stat_notstated_f,heartdisease_indig_stat_notstated_m,kidneydisease_indig_f,kidneydisease_indig_m,kidneydisease_non_indig_f,kidneydisease_non_indig_m,kidneydisease_indig_stat_notstated_f,kidneydisease_indig_stat_notstated_m,lungcondition_indig_f,lungcondition_indig_m,lungcondition_non_indig_f,lungcondition_non_indig_m,lungcondition_indig_stat_notstated_f,lungcondition_indig_stat_notstated_m,mentalhealth_indig_f,mentalhealth_indig_m,mentalhealth_non_indig_f,mentalhealth_non_indig_m,mentalhealth_indig_stat_notstated_f,mentalhealth_indig_stat_notstated_m,stroke_indig_f,stroke_indig_m,stroke_non_indig_f,stroke_non_indig_m,stroke_indig_stat_notstated_f,stroke_indig_stat_notstated_m,other_indig_f,other_indig_m,other_non_indig_f,other_non_indig_m,other_indig_stat_notstated_f,other_indig_stat_notstated_m
24850,40,14,2663,1729,29,20,89,65,2571,2069,12,7,6,5,700,665,5,7,0,0,129,101,7,3,23,20,1117,1410,6,13,13,17,713,1202,12,18,4,0,219,253,3,0,12,9,457,498,6,0,105,60,2905,1848,17,8,3,5,199,233,3,6,65,43,2163,1756,19,10
24900,37,32,2421,1655,45,36,68,54,1611,1251,20,15,6,9,599,622,8,10,0,3,167,125,14,9,16,27,783,1051,11,21,18,23,711,1038,16,24,7,3,220,187,0,4,11,12,505,497,11,11,74,59,1870,1273,22,21,3,7,184,234,8,10,29,31,1322,1076,17,12
24970,23,10,8221,4083,50,32,52,34,6296,5698,16,21,11,4,2579,2221,16,10,3,0,1132,736,12,4,4,10,4042,5001,17,16,13,10,2931,4133,17,29,4,5,701,842,0,6,6,4,965,985,6,3,71,48,7131,4498,21,20,5,3,773,863,6,0,31,17,8008,6225,39,27
25060,19,21,6100,3038,38,22,35,47,5216,4353,17,17,4,13,1754,1662,7,8,4,6,667,400,6,3,14,14,2446,2726,12,26,11,13,1798,2665,16,33,3,9,568,487,0,9,9,7,704,697,3,3,66,52,6244,3866,12,18,6,6,495,558,0,7,25,26,5688,4072,17,20
25150,22,16,2317,1289,25,11,49,38,2043,1550,9,4,4,9,609,537,0,0,0,0,142,111,0,0,11,15,796,1031,4,6,10,9,543,962,8,10,3,0,164,128,0,3,7,7,443,419,4,6,52,44,2353,1376,12,15,0,0,198,218,0,4,27,25,1857,1447,11,9
25250,29,21,7859,3694,42,34,103,80,7904,6572,25,25,15,8,2165,1693,12,6,4,4,878,501,4,3,19,23,3509,3786,26,24,14,17,2288,2944,18,18,12,4,657,701,5,7,10,18,896,850,10,4,156,87,11782,6828,22,27,9,5,640,732,8,11,66,54,8498,5733,43,55
25340,68,58,12376,7100,128,51,139,111,8346,6374,76,52,19,12,3644,4117,28,31,0,3,1086,722,16,15,31,39,3327,4250,40,33,26,32,3641,5626,58,51,7,10,851,929,15,13,25,13,1879,1690,31,13,163,133,9981,6094,87,48,14,8,1028,1170,20,15,88,83,8176,5839,56,27
25430,10,15,1592,910,15,8,13,10,913,770,8,5,4,3,424,489,9,5,0,0,76,51,0,0,9,9,352,466,3,6,12,3,398,649,3,9,0,0,104,112,0,0,0,0,216,230,0,3,35,27,1349,840,10,4,0,0,101,144,0,0,13,12,1111,830,7,0
25490,11,9,957,590,12,5,27,23,892,618,9,6,3,8,295,257,5,4,0,3,52,23,0,0,6,9,305,389,0,0,0,7,265,466,7,0,4,4,69,68,0,0,3,0,186,159,0,0,21,12,833,537,7,7,0,0,82,101,4,5,17,8,660,499,9,6
25620,15,4,1114,830,13,11,20,14,790,614,4,0,3,3,305,328,0,6,0,0,49,44,0,0,8,7,321,500,0,3,0,3,271,514,3,9,4,3,87,96,0,3,3,3,172,224,0,4,15,15,863,628,4,0,4,0,82,123,0,0,16,8,680,582,4,6
25710,7,13,3175,1891,16,9,22,27,2742,2418,10,3,3,0,993,948,9,3,0,0,215,155,4,8,3,8,796,1171,4,7,3,3,709,1399,9,11,5,0,217,255,0,0,3,0,377,331,3,3,22,20,3179,1981,14,8,4,0,194,290,0,3,18,13,2818,2148,10,12
25810,18,14,967,665,13,6,20,10,613,488,3,0,9,3,230,272,0,0,0,0,40,17,0,0,9,7,337,392,8,7,3,4,238,408,5,6,0,3,59,57,0,3,9,0,187,173,0,4,21,16,723,513,3,7,7,3,60,84,0,3,20,18,561,442,8,0
25900,17,11,3453,1982,29,14,49,24,4207,3515,13,7,12,7,1355,1216,0,3,5,0,203,150,7,3,9,10,1015,1520,0,18,8,7,918,1735,16,19,0,0,300,324,0,3,4,8,515,512,9,0,76,51,6090,3746,27,20,4,4,253,375,4,4,42,28,4289,3213,18,21
25990,4,11,583,436,7,3,14,7,425,313,0,0,3,6,152,169,0,0,0,0,27,16,0,0,6,3,199,264,5,0,0,6,179,273,4,4,0,3,37,45,0,0,0,3,138,130,4,0,19,12,492,358,8,6,0,0,48,66,0,0,8,11,340,291,0,4
26080,0,0,271,156,3,0,0,0,131,117,0,0,0,0,100,93,0,0,0,0,12,10,0,0,0,0,43,88,0,0,0,0,85,160,0,4,0,0,25,8,0,0,0,0,40,26,0,0,0,0,152,95,0,3,0,0,17,28,0,0,0,0,153,114,0,0
26170,28,18,2235,1426,26,18,23,17,1528,1145,4,26,10,5,593,605,4,6,0,0,134,84,0,0,15,14,752,898,10,10,10,10,662,1069,12,12,3,3,143,177,0,0,6,0,342,410,3,3,28,24,1765,1113,20,10,4,0,181,223,0,4,20,18,1428,1099,10,9
26260,20,19,1251,748,20,11,33,36,827,598,7,10,5,0,306,307,0,4,0,0,68,55,0,0,3,8,443,476,7,8,8,10,328,460,7,7,0,4,71,93,0,0,4,8,200,164,0,0,36,26,944,597,7,0,0,0,90,113,0,0,19,24,724,579,9,5
26350,13,11,4068,1974,24,18,24,22,4223,3695,18,12,0,4,1610,1432,14,7,0,3,424,246,0,0,0,3,1184,1608,4,9,0,9,1202,2011,4,8,0,3,289,381,4,3,0,0,487,445,0,8,37,29,5539,3253,12,13,0,0,294,376,4,6,19,19,4417,3087,17,6
26430,9,10,931,624,10,4,13,19,557,394,0,0,4,3,251,291,0,0,0,0,66,50,6,0,10,6,265,350,3,0,0,10,287,442,10,7,0,0,76,81,3,3,5,5,146,168,0,0,13,14,624,445,6,0,4,3,72,97,0,0,6,20,503,402,7,3
26490,10,5,1759,1162,10,5,19,18,1619,1389,3,11,4,3,639,620,4,5,3,3,170,129,7,6,6,0,442,633,5,3,0,6,480,899,0,7,0,0,136,130,0,0,0,5,232,213,3,0,19,14,1664,1125,13,6,0,0,117,200,0,3,11,11,1535,1140,13,7
26610,52,33,1185,775,18,12,107,76,957,899,4,7,9,3,283,287,5,6,4,6,83,63,5,0,45,23,433,561,7,9,26,27,365,518,11,10,7,11,107,100,0,0,13,12,195,214,5,6,84,61,874,588,6,8,3,0,79,117,0,3,38,38,669,556,18,5
26670,7,9,464,332,4,5,14,15,306,221,0,0,5,5,127,124,0,0,0,0,31,21,3,0,0,4,146,180,0,6,3,5,140,198,3,0,0,0,23,36,0,0,3,4,75,76,5,0,12,13,362,239,7,0,0,0,37,41,0,0,12,5,280,197,0,0
26700,31,14,2184,1323,29,16,64,40,1790,1382,19,12,5,4,544,560,0,4,3,0,146,83,9,8,10,20,707,759,9,12,16,15,650,913,11,13,8,3,167,148,0,0,12,10,364,356,9,3,57,67,1833,1196,19,11,3,5,181,200,4,3,37,28,1461,1049,14,16
26730,35,24,2174,1160,20,18,69,50,1921,1445,17,6,13,10,617,565,4,3,6,0,167,96,0,3,28,24,826,870,14,10,11,12,730,954,12,15,8,5,182,167,3,5,5,6,390,296,10,5,69,53,2160,1367,11,4,10,0,211,216,5,4,42,28,1607,1191,3,4
26810,50,23,3194,1966,31,24,97,58,2418,1782,22,21,9,10,807,743,8,9,0,0,144,141,13,9,20,16,1083,1387,6,20,11,18,919,1497,8,26,0,6,248,269,4,0,24,10,636,701,6,6,92,71,2718,1794,30,20,7,9,295,321,0,6,39,37,2094,1620,25,22
26890,5,8,322,214,5,0,12,3,180,150,0,3,0,0,59,71,0,0,0,0,20,10,0,0,0,0,90,135,0,0,0,0,79,133,3,5,0,0,17,10,0,0,0,0,50,61,0,0,7,6,204,143,0,7,0,0,20,31,0,0,6,0,145,120,0,0
26980,29,18,8043,3750,54,17,42,39,6552,5710,27,17,9,10,2623,2106,21,14,4,0,794,454,7,3,10,9,3321,3774,13,11,10,6,2568,3505,19,20,3,3,646,682,6,7,9,3,936,875,8,5,66,41,7672,4676,18,19,0,0,696,737,3,7,38,32,8010,6027,41,24
27070,71,45,10353,5240,50,51,221,162,8768,7451,40,24,23,15,2459,1972,14,13,6,7,751,465,8,9,45,32,5598,6465,30,38,38,39,2690,4308,20,25,11,5,924,998,11,11,23,18,1190,1126,8,9,221,138,10230,6022,38,36,7,14,768,967,4,11,122,99,9368,7274,34,25
27170,79,45,2674,1604,26,12,182,127,2574,1821,16,8,15,9,760,649,3,5,0,0,141,161,0,3,39,29,1004,1136,6,10,25,24,818,1150,12,6,10,0,250,235,5,3,28,17,520,421,6,3,182,126,3159,2032,14,20,10,9,212,234,0,3,79,67,2303,1782,18,12
27260,112,54,8530,4523,56,31,243,176,10188,8435,36,29,22,18,2138,1715,5,15,0,0,480,309,4,10,57,48,5599,7072,27,23,28,37,2312,3851,19,27,11,14,767,834,10,0,35,10,1273,1105,11,9,279,174,9987,6112,34,40,10,9,682,773,8,8,147,105,9458,7809,32,28
27350,7,16,3099,1611,8,15,49,33,4389,3861,14,9,9,5,1061,1008,9,4,4,0,266,163,6,0,13,14,1052,1294,7,5,0,14,800,1270,0,10,0,0,259,278,6,0,5,9,360,378,6,5,74,50,6504,4026,15,10,0,0,227,287,0,0,27,13,4399,2956,8,13
27450,78,51,9127,5375,54,26,143,105,8148,6487,27,29,15,26,2534,2320,18,16,0,9,492,371,9,3,35,49,2920,3634,26,31,34,26,2204,3821,19,33,7,17,592,679,5,9,14,21,1316,1278,9,8,169,112,9795,5907,40,28,4,11,636,810,11,7,115,77,7808,5783,32,19
27630,9,10,599,401,11,10,10,19,382,362,0,0,0,0,135,127,0,0,0,0,31,27,0,0,8,4,190,258,0,3,5,0,158,247,0,3,3,0,36,41,0,0,7,6,111,90,0,0,16,13,418,328,4,0,0,0,39,60,0,0,4,10,310,275,0,3
29399,0,0,19,19,0,0,0,0,22,27,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,10,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,31,17,0,0,0,0,0,0,0,0,0,0,35,20,0,0
29499,11,13,249,205,3,6,25,19,357,262,8,5,6,4,61,66,5,6,0,0,8,15,0,5,6,5,78,136,0,0,0,10,65,146,3,8,0,4,26,34,0,4,6,5,56,72,0,7,47,48,717,642,10,9,4,4,29,29,0,4,17,21,363,351,8,3
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30250,4,0,0,0,0,0,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,7,0,3,0,0,4,0,0,0,0,0,61,44,0,3,0,0
30300,46,37,174,156,0,0,77,52,156,128,0,0,17,3,58,44,0,0,0,0,6,7,0,0,40,37,70,96,0,0,21,17,51,79,0,0,7,6,14,17,0,0,9,7,30,45,0,0,43,30,103,89,0,0,4,8,15,22,0,0,27,30,81,80,0,0
30370,23,23,627,437,9,7,59,38,610,466,6,3,5,3,171,150,4,0,3,4,34,22,0,0,20,24,277,317,0,3,13,13,180,297,0,7,0,0,50,40,0,0,5,5,107,122,0,0,45,26,535,329,6,5,0,0,47,70,0,0,27,24,409,352,7,4
30410,5,3,122,94,0,0,26,11,109,100,0,0,0,0,35,42,0,0,0,0,4,10,0,0,8,5,56,73,0,0,9,3,49,74,0,0,3,0,12,18,0,0,4,4,37,34,0,0,14,5,76,66,0,0,4,0,9,17,0,0,5,4,81,64,0,0
30450,0,0,9,7,0,0,3,0,8,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,11,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0
30760,11,0,109,66,4,5,7,4,83,85,0,5,0,0,32,30,0,0,0,0,3,6,0,0,8,4,44,66,0,3,6,6,42,57,0,4,0,0,16,11,0,0,3,0,14,24,0,0,6,6,81,53,0,0,0,0,11,16,0,0,8,0,71,56,0,3
30900,5,0,10,13,0,0,3,7,14,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,11,7,3,5,0,0,5,4,3,5,0,0,4,0,4,0,0,0,0,0,0,4,0,0,5,0,10,9,0,0,0,0,0,3,0,0,0,4,6,9,0,0
31000,871,519,49206,27059,298,162,1948,1350,51661,41219,152,132,253,180,17698,15089,79,69,43,40,4494,3007,69,60,674,562,19309,24114,85,121,391,408,16059,24528,117,151,129,108,4094,4292,51,36,283,224,8356,7350,73,62,2322,1540,66783,42496,206,167,106,92,3982,4605,40,36,1211,1037,57360,42613,173,169
31750,0,0,8,9,0,0,0,8,18,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,9,8,0,0
31820,280,190,8497,5508,80,54,436,307,5255,3658,42,32,67,50,1995,2068,23,29,16,8,512,471,18,17,172,141,2739,3498,31,30,105,116,2486,3586,31,40,44,23,664,721,10,11,98,75,1813,1784,19,27,476,323,6152,4425,53,39,31,29,707,784,12,10,311,268,4905,4187,40,42
31900,38,29,1143,739,6,13,56,49,582,458,8,0,8,4,272,284,0,0,3,3,108,80,4,0,41,26,396,553,3,3,19,22,339,549,10,5,6,6,93,116,0,0,3,13,197,184,0,0,53,35,722,475,5,0,8,4,72,100,0,0,33,37,615,487,4,0
31950,4,7,9,5,0,0,9,3,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,6,7,0,6,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,3,8,5,12,0,0
32080,433,228,6727,4517,60,47,840,563,5261,3956,41,30,120,60,2219,2247,14,20,73,41,554,460,6,15,704,470,2387,3128,16,22,288,239,1936,3300,24,39,134,85,494,618,11,11,115,100,1255,1381,13,17,736,549,6981,4838,36,32,83,60,565,749,6,6,601,539,6398,5246,34,38
32250,13,12,56,49,0,0,32,20,48,37,0,0,6,3,7,15,0,0,4,0,5,8,0,3,56,30,23,30,0,0,25,17,10,23,0,0,5,4,6,5,0,0,0,8,4,21,0,0,16,11,43,24,0,0,0,0,0,3,0,0,21,22,30,34,0,3
32260,106,70,1696,1278,21,13,175,138,898,699,8,7,35,21,438,529,10,7,8,5,155,126,0,4,148,106,539,817,13,12,56,68,499,895,9,12,26,24,116,157,4,9,38,33,316,383,0,11,135,97,1081,839,13,12,18,18,121,183,0,6,87,114,943,888,10,13
32270,52,25,836,598,6,5,91,69,1038,914,5,3,4,12,266,257,0,3,0,0,25,18,0,0,42,36,350,496,5,5,18,25,244,442,4,3,5,8,67,82,0,0,15,15,185,210,0,0,83,71,1068,700,3,3,9,3,69,82,0,0,60,43,767,617,4,10
32310,37,16,618,368,9,3,88,40,497,361,7,0,9,8,165,207,0,3,7,11,48,74,3,0,42,39,243,317,7,0,24,26,269,331,3,4,7,0,57,50,0,0,6,3,120,137,4,0,58,43,452,332,0,3,0,4,47,50,0,0,28,37,324,306,4,6
32330,19,14,0,0,0,0,47,16,0,0,0,0,12,7,0,0,0,0,10,8,0,0,0,0,77,51,0,0,0,0,41,28,0,0,0,0,18,21,0,0,0,0,15,7,0,0,0,0,24,19,0,0,0,0,9,13,0,0,0,0,36,42,0,4,0,0
32450,15,18,43,52,0,0,46,42,84,74,0,3,6,11,22,25,0,0,3,0,5,0,0,0,56,46,36,54,0,6,21,27,24,36,0,4,5,3,4,4,0,0,11,5,12,16,0,0,30,17,73,49,0,0,3,5,4,6,0,0,17,28,41,57,0,0
32500,17,11,140,126,0,3,25,25,86,63,4,4,5,3,37,61,0,3,0,0,4,8,0,0,41,28,34,64,0,0,15,17,36,67,0,0,8,6,9,18,0,0,3,5,32,49,0,0,23,21,90,106,0,0,0,5,7,22,0,0,30,27,79,99,3,4
32600,0,0,3,5,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
32750,0,3,6,3,0,0,4,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32770,13,0,5,7,0,0,20,6,3,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,31,18,5,0,0,0,37,27,0,4,0,0,9,3,0,0,0,0,5,7,0,0,0,0,4,3,7,0,0,0,0,6,0,0,0,0,30,27,7,4,0,0
32810,15,13,535,387,7,5,50,29,320,302,6,0,7,8,191,191,0,3,4,3,42,35,0,0,57,44,148,207,0,0,30,33,139,317,0,4,17,11,28,53,0,0,6,5,119,140,5,3,34,37,456,344,0,8,9,3,35,73,0,0,38,27,375,375,7,0
33100,0,0,30,26,4,0,0,0,16,15,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,10,27,0,0,0,0,4,4,0,0,0,0,4,11,0,0,0,4,15,20,0,0,0,0,5,0,0,0,3,0,12,12,0,0
33200,3,7,62,39,0,0,11,7,69,51,0,3,0,0,21,24,0,0,0,0,0,0,0,0,5,13,29,44,0,0,9,6,28,48,0,0,0,5,5,13,0,0,0,0,12,16,0,0,9,3,42,26,0,0,0,0,11,6,0,0,10,5,32,31,0,0
33220,324,246,10335,7193,89,68,528,397,6196,4098,60,34,65,71,2478,2838,22,29,17,14,689,551,14,11,193,163,3138,4123,40,42,136,171,3042,4720,24,40,39,36,798,840,6,15,124,98,2546,2538,29,32,542,463,7433,5657,79,62,45,31,866,1031,10,9,355,334,6008,5262,47,36
33360,167,80,3068,2038,19,18,290,190,2638,1943,15,6,42,18,805,841,12,3,5,0,148,126,0,0,100,92,1134,1612,6,8,53,46,776,1425,3,9,14,10,229,277,3,0,45,40,611,725,4,4,332,213,3340,2166,17,12,17,8,234,262,3,5,172,159,2392,2087,13,12
33430,535,387,31445,19265,233,112,1054,818,26101,19896,97,70,134,111,10091,9089,82,55,26,28,2749,2154,79,48,220,255,9284,12523,71,77,158,238,8984,13826,96,108,49,50,2583,2633,34,28,162,140,6109,5298,55,41,1208,815,30428,19670,159,119,50,57,2472,3138,39,27,703,611,26770,20374,157,124
33610,37,22,534,360,16,3,67,42,464,382,10,3,10,8,143,131,6,4,0,0,18,33,10,4,25,32,186,276,4,5,15,23,126,235,5,7,3,0,45,48,3,7,9,8,94,92,0,3,63,39,389,241,5,9,4,4,36,49,0,0,31,22,303,284,12,6
33620,132,104,4118,2894,38,21,208,129,2543,1875,19,6,26,34,1073,1104,15,8,5,9,234,230,7,0,69,51,1326,1678,10,10,43,52,1199,1828,15,14,10,11,287,360,7,6,40,47,881,958,6,6,240,193,3399,2507,22,21,14,17,290,427,0,5,149,137,2719,2374,22,21
33800,30,24,791,520,12,7,54,39,402,297,7,4,10,4,230,226,0,0,0,4,100,52,0,3,50,32,258,387,6,4,18,20,283,406,8,4,8,8,63,71,0,0,7,11,139,167,0,4,41,29,488,376,5,4,6,7,45,77,0,0,32,34,394,382,0,4
33830,9,5,0,4,0,0,12,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,38,0,0,0,0,13,22,0,0,0,0,4,9,0,0,0,0,5,6,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,10,15,0,4,0,0
33960,492,270,11677,7004,118,66,1304,904,13060,8976,63,41,106,71,2866,2611,22,14,21,29,501,398,51,18,369,288,5171,5764,49,48,186,188,3129,4528,43,47,63,64,907,904,9,4,141,106,2352,2129,25,23,1329,889,14804,9776,104,70,59,47,849,989,20,10,676,557,10799,8633,104,75
33980,25,21,469,355,5,3,71,80,742,632,8,4,8,4,143,164,0,0,5,0,10,15,0,0,24,31,205,287,3,4,5,14,132,239,0,0,3,4,44,57,0,0,5,10,87,151,0,0,64,36,696,403,3,0,0,0,45,54,0,0,33,30,449,374,4,4
34420,8,4,0,0,0,0,8,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,71,42,0,4,0,0,34,35,0,0,0,0,9,12,0,0,0,0,3,0,0,0,0,0,3,8,4,0,0,0,0,3,0,0,0,0,20,8,3,0,0,0
34530,63,41,2396,1571,24,10,116,106,1603,1205,12,11,20,9,623,700,10,12,3,4,153,108,4,3,37,50,700,1024,9,12,17,35,717,1128,11,16,3,6,161,201,0,5,21,17,524,500,3,6,117,84,1869,1221,13,12,5,4,173,217,3,3,76,67,1534,1165,12,15
34570,9,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,8,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,13,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
34580,97,69,2789,1834,34,31,196,133,2185,1542,19,16,29,21,670,674,10,13,6,4,150,115,8,0,47,54,938,1213,17,11,28,41,702,1091,11,17,15,12,199,228,3,3,33,34,492,554,7,9,196,152,2700,1776,21,26,11,4,168,236,0,3,110,114,1874,1626,24,21
34590,598,375,17735,10498,146,81,1414,1120,17930,13197,90,53,141,89,4554,3871,32,26,24,26,1102,917,14,14,379,353,8034,9168,62,63,197,271,5086,7311,53,49,66,85,1561,1611,25,16,185,144,3628,3317,39,27,1476,1007,19464,12511,105,66,69,58,1526,1673,15,18,793,765,15756,12584,90,60
34710,12,4,141,98,0,3,11,14,146,103,0,0,0,0,51,48,0,0,0,0,21,30,0,0,10,6,68,84,0,3,6,4,51,89,0,0,4,0,17,21,0,0,4,5,29,30,0,0,15,8,158,99,0,3,0,0,14,22,0,0,12,7,134,96,0,0
34770,231,130,5791,3602,59,37,536,368,4984,3541,35,23,57,46,1573,1637,15,11,16,16,458,311,16,11,226,195,2235,2968,28,18,111,129,2037,2838,20,26,32,30,566,532,8,8,52,48,1054,1134,18,14,414,267,5547,3445,39,31,22,24,455,525,6,7,217,225,4211,3411,29,32
34800,5,0,33,26,0,0,3,0,30,19,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,12,10,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,6,8,0,0,5,0,25,7,0,0,0,0,4,4,0,0,0,0,17,13,0,0
34830,4,0,5,0,0,0,11,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,10,11,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,5,8,0,3,0,0,0,0,0,0,0,0,12,10,0,0,0,0
34860,50,46,586,373,3,8,110,77,621,449,4,3,14,4,159,165,0,3,0,4,25,21,0,0,44,40,203,256,8,4,26,28,172,297,0,4,9,10,31,57,0,0,23,16,96,101,0,6,89,70,506,281,0,6,8,5,35,47,0,3,39,50,335,262,0,0
34880,59,45,1033,732,8,13,135,84,602,489,8,12,23,15,261,337,0,5,9,7,64,68,3,0,120,83,339,493,6,12,61,58,302,531,3,7,14,17,84,122,0,0,22,27,174,238,3,3,80,65,796,540,11,7,10,20,82,106,0,0,78,70,676,606,6,11
35010,881,494,29691,17568,220,121,1802,1247,25667,18078,118,78,187,154,8444,7629,51,59,30,47,1945,1538,67,32,516,431,10890,12924,77,69,332,360,8844,13318,82,102,113,102,2518,2529,22,15,263,198,6167,5530,53,36,1910,1257,31544,20480,170,97,91,92,2202,2517,29,25,1146,1065,24995,19704,113,101
35250,9,0,5,4,0,0,27,4,9,4,0,0,0,0,0,4,0,0,4,8,0,0,0,0,32,26,0,5,0,0,30,14,0,4,0,0,18,6,0,0,0,0,4,6,0,0,0,0,10,4,9,10,0,0,3,0,0,0,0,0,14,17,6,3,0,0
35300,84,39,392,290,4,0,194,124,567,419,9,3,20,8,133,125,0,0,18,6,30,25,0,4,194,130,235,309,5,6,79,90,141,233,3,0,36,31,53,55,0,0,22,16,72,108,0,0,110,74,524,307,3,0,12,15,29,46,0,0,97,100,439,335,9,8
35600,34,17,234,138,4,3,60,39,168,109,0,3,4,3,58,56,0,0,3,6,7,13,0,0,27,21,101,98,0,0,15,20,66,112,0,0,9,4,24,21,0,0,13,5,40,42,0,0,29,26,147,96,0,0,4,4,24,18,0,0,14,26,116,100,0,0
35670,7,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,3,0,0,0,11,19,0,5,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,16,13,0,0,0,0
35740,34,22,3616,2284,24,16,67,63,2288,1673,13,9,14,14,1168,1265,11,5,0,0,261,227,7,3,16,23,734,1093,7,7,12,24,1013,1810,16,11,4,6,215,227,3,0,16,11,701,634,10,6,73,60,2571,1756,18,10,7,0,308,364,0,0,56,60,2529,2026,10,10
35760,37,32,723,545,5,12,79,51,430,299,0,3,4,13,191,185,0,4,0,7,67,50,0,4,31,27,237,350,4,6,19,28,215,368,4,6,4,4,48,55,0,3,6,16,109,147,3,3,51,39,458,337,7,6,6,6,43,69,0,0,42,34,383,355,8,9
35780,21,8,14,11,0,0,47,28,10,5,0,0,6,3,0,5,0,0,7,3,0,0,0,0,92,50,9,10,0,0,25,24,0,7,0,0,6,3,0,0,0,0,9,4,0,0,0,0,13,9,10,9,0,0,0,0,0,0,0,0,26,25,9,7,0,0
35790,27,10,0,4,0,0,37,17,5,4,0,0,9,3,0,0,0,0,7,4,0,0,0,0,83,59,0,4,0,0,48,33,0,4,0,0,8,10,0,0,0,0,7,5,0,0,0,0,23,22,0,0,0,0,3,7,0,0,0,0,33,33,3,0,0,0
35800,29,19,81,55,0,0,59,34,60,52,3,0,8,5,15,19,0,0,0,4,11,0,0,0,52,26,20,32,3,0,14,15,23,27,0,0,6,3,11,11,0,0,14,8,17,22,0,3,30,21,48,23,0,0,6,4,8,8,0,0,15,21,36,35,0,0
36070,4,7,4,0,0,0,10,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,31,16,3,0,0,0,25,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,8,3,4,0,0,0,6,0,0,0,0,5,9,0,0,0,0
