lgacode16,did_not_go_to_school_indig_f,did_not_go_to_school_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y9_equivalent_indig_f,y9_equivalent_indig_m,y9_equivalent_non_indig_f,y9_equivalent_non_indig_m,y9_equivalent_indig_stat_notstated_f,y9_equivalent_indig_stat_notstated_m,y10_equivalent_indig_f,y10_equivalent_indig_m,y10_equivalent_non_indig_f,y10_equivalent_non_indig_m,y10_equivalent_indig_stat_notstated_f,y10_equivalent_indig_stat_notstated_m,y11_equivalent_indig_f,y11_equivalent_indig_m,y11_equivalent_non_indig_f,y11_equivalent_non_indig_m,y11_equivalent_indig_stat_notstated_f,y11_equivalent_indig_stat_notstated_m,y12_equivalent_indig_f,y12_equivalent_indig_m,y12_equivalent_non_indig_f,y12_equivalent_non_indig_m,y12_equivalent_indig_stat_notstated_f,y12_equivalent_indig_stat_notstated_m
44550,4,0,16,17,3,0,3,0,395,378,10,6,0,4,474,517,4,10,18,25,1864,1919,23,29,23,16,2186,2427,17,19,41,38,7133,5739,48,39
44620,0,0,61,69,0,0,7,12,761,759,11,10,16,21,596,695,7,3,35,31,1822,1902,20,15,35,36,2114,2149,13,21,68,25,3972,3025,23,14
44830,0,0,3,0,0,0,0,10,79,107,0,3,0,3,70,99,0,3,3,3,201,236,6,12,5,3,227,307,3,3,10,7,414,292,3,3
45040,0,3,44,55,0,0,18,17,689,691,13,11,26,32,536,614,10,7,67,54,1562,1637,21,14,57,52,1465,1513,9,13,86,61,2891,2393,26,23
45090,0,0,29,126,0,3,3,3,174,200,3,6,6,8,151,222,0,0,8,10,491,654,8,10,3,10,653,701,12,9,12,3,1267,1073,9,13
45120,0,0,0,3,0,0,3,3,116,133,3,0,0,3,91,126,0,3,7,8,319,378,3,0,4,4,337,420,6,5,10,3,708,562,10,3
45290,0,6,169,98,3,0,3,4,918,599,12,4,3,3,329,257,5,3,4,11,1252,1008,9,11,17,9,1547,1486,13,4,42,28,10101,9174,34,47
45340,4,9,145,154,10,3,43,29,2358,2112,56,36,42,43,2901,2987,48,32,160,158,11693,11339,106,93,184,121,12206,13104,85,105,298,222,31538,27258,192,182
45400,0,0,0,3,0,0,0,0,28,37,0,0,0,0,16,28,0,0,0,0,69,66,0,0,0,0,57,93,0,0,3,0,135,94,3,3
45540,0,0,3,4,0,0,0,3,71,71,0,0,0,3,58,65,0,0,4,5,144,161,4,9,5,4,144,121,0,3,8,3,178,138,0,4
45680,3,11,584,416,16,6,49,54,1817,1764,27,34,71,71,2037,2191,29,18,210,197,6305,6326,73,65,209,170,5989,6489,47,56,284,210,12480,10830,89,83
45890,6,7,1048,999,17,15,54,70,3536,2776,61,27,74,57,2196,2037,41,22,189,173,6067,5981,45,53,198,136,5956,6867,44,36,271,207,25344,23772,119,137
46090,12,15,15,17,0,0,73,76,283,263,4,6,68,69,246,285,4,0,192,171,786,817,8,12,203,141,936,1118,16,19,175,85,1554,1185,10,10
46300,0,3,15,6,0,4,16,19,345,344,4,4,21,24,255,309,0,3,59,41,945,1061,6,11,44,44,1052,1137,12,8,52,48,2166,1652,6,8
46450,3,0,22,22,0,0,17,14,645,602,13,13,16,24,508,452,14,3,52,43,1283,1361,11,21,38,30,1402,1541,12,11,34,22,2239,1806,12,15
46510,0,3,84,107,0,3,3,3,418,293,8,9,5,4,186,165,3,3,7,17,699,689,7,3,9,18,900,988,9,4,22,25,5429,5280,17,23
46670,0,0,60,59,0,0,7,12,326,313,6,9,13,10,221,279,0,7,21,15,723,759,6,9,11,6,684,751,5,13,11,10,1242,1067,8,21
46860,0,0,0,0,0,0,0,0,14,33,0,0,0,0,24,37,0,0,0,0,85,128,0,3,0,0,112,131,3,5,0,4,267,190,0,0
46970,0,0,0,4,0,0,0,5,12,10,0,0,0,0,34,44,0,0,8,12,155,305,4,0,11,18,180,398,0,6,3,13,624,627,4,4
47140,6,3,1547,1135,15,8,43,68,3516,3018,41,34,57,78,2916,2677,37,29,218,169,8644,8797,75,67,189,160,8444,9599,60,71,283,223,23596,22298,130,144
47290,0,0,0,4,0,0,3,0,62,55,0,0,0,0,47,76,0,3,4,5,130,187,0,0,0,3,143,156,6,0,4,3,293,241,3,0
47490,0,0,0,4,0,0,0,0,40,76,0,0,0,0,28,46,0,0,0,0,134,189,0,0,3,6,145,176,0,0,4,0,310,277,3,0
47630,0,0,8,47,0,0,0,0,146,194,3,5,3,3,100,177,0,3,10,3,383,540,10,6,4,3,462,594,3,7,3,11,979,804,14,5
47700,0,6,139,108,3,3,18,16,1698,1303,24,16,20,15,1587,1455,20,15,57,71,6383,5866,53,45,71,74,7102,7548,42,54,132,92,20218,18507,86,95
47800,0,0,3,6,0,0,13,11,163,200,3,0,17,11,135,181,0,0,16,29,375,480,5,3,21,22,372,435,4,9,27,12,688,549,5,8
47910,0,0,0,5,0,0,6,3,88,95,3,3,0,3,52,65,3,3,5,4,182,213,3,0,0,4,202,237,0,3,3,3,406,307,4,6
47980,0,0,97,71,0,0,7,3,633,354,12,4,4,3,320,232,0,7,9,7,1349,872,15,3,8,11,1605,1376,19,7,28,40,11135,10152,46,44
48050,0,0,12,15,0,0,5,4,363,349,5,8,0,4,394,382,3,3,14,17,1481,1227,17,9,17,17,1303,1142,11,11,15,14,2380,2054,32,15
48130,0,0,3,11,0,0,3,0,191,209,4,3,4,3,172,225,3,4,7,15,469,558,0,3,14,11,493,587,6,6,14,13,949,749,11,9
48260,0,0,13,19,0,0,3,0,101,77,0,0,0,0,64,61,3,0,3,0,246,210,6,3,3,5,340,317,3,4,4,6,2109,2050,19,16
48340,0,0,10,4,0,0,3,4,328,394,0,11,0,10,281,310,8,5,19,20,795,1028,18,14,16,20,941,1046,9,9,18,7,1673,1252,21,11
48410,0,0,305,185,3,7,9,5,1569,1104,21,8,14,16,740,640,5,4,39,35,2564,2499,29,15,29,34,2939,3109,17,17,87,74,14368,13686,57,61
48540,0,3,33,36,3,0,30,20,463,454,11,13,20,30,465,422,5,3,74,75,1490,1491,14,18,83,53,1689,2032,17,11,94,49,3024,2721,21,36
48640,0,0,0,0,0,0,0,0,17,39,0,0,0,0,27,35,3,0,0,3,74,104,0,0,0,0,84,123,0,0,3,0,187,135,0,5
48750,0,0,4,9,0,0,0,3,81,115,0,0,0,3,125,172,0,0,8,0,421,429,3,0,0,0,431,436,3,3,9,6,888,743,10,8
48830,0,0,6,7,0,0,12,20,341,427,8,9,19,12,345,399,4,10,25,20,896,1076,11,11,23,22,903,1048,8,12,21,18,1487,1220,27,16
49399,0,6,0,6,0,0,30,62,36,84,0,3,18,37,38,91,0,0,45,62,122,279,3,5,46,42,144,307,0,3,43,41,356,460,7,3
49499,0,4,5,15,0,0,9,10,40,81,0,0,6,8,44,105,0,3,10,19,157,258,0,0,14,13,109,198,0,3,4,10,365,447,4,7
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
50080,0,3,38,38,0,0,20,30,533,629,4,10,28,24,666,741,4,6,100,107,3616,3877,35,37,39,41,1512,1414,18,16,84,90,6553,5159,45,37
50210,3,3,194,163,0,9,26,34,745,751,11,13,38,54,1026,1240,12,8,186,196,6601,7160,48,46,105,98,2985,3040,18,21,194,147,15537,13822,62,54
50250,8,11,3,23,0,0,12,22,19,67,0,0,18,26,50,189,0,5,74,160,463,1690,8,23,52,75,297,976,3,8,86,111,1224,3259,9,29
50280,0,0,8,10,0,0,0,0,97,101,0,3,0,0,162,185,3,3,9,20,988,1239,10,16,12,8,475,540,3,5,29,21,3120,2572,18,18
50350,3,0,39,39,0,0,7,7,269,222,3,3,5,15,223,211,3,0,35,49,1135,1168,10,3,18,15,485,496,10,8,47,26,3362,3045,17,4
50420,3,7,315,249,0,0,16,19,1216,1002,11,12,16,11,790,769,4,0,80,61,4095,4165,27,25,40,35,1715,1892,6,14,112,109,15897,15450,70,63
50490,4,7,170,218,0,4,29,18,688,575,13,10,42,20,526,569,13,8,92,88,2416,2626,18,20,55,45,1110,1282,6,10,115,96,8664,8726,33,41
50560,0,0,4,0,0,0,0,0,22,38,0,0,4,4,36,53,0,3,8,16,180,215,5,4,3,0,77,67,0,0,4,0,245,218,5,7
50630,0,0,0,0,0,0,0,3,19,23,0,0,3,0,30,40,0,0,11,15,175,223,7,4,4,5,75,85,0,3,7,8,262,245,4,0
50770,0,0,0,0,0,0,0,0,25,32,0,0,0,0,28,63,0,0,0,0,181,203,3,3,3,0,66,58,0,0,4,0,283,234,3,0
50840,0,0,5,4,0,0,0,3,56,74,0,3,0,3,85,94,3,0,6,10,528,556,4,0,3,4,195,179,6,6,12,4,812,664,7,5
50910,0,0,0,3,0,0,3,5,5,27,0,0,3,3,20,21,0,0,7,11,106,87,0,3,5,6,26,34,0,0,6,6,127,130,3,7
50980,22,20,11,7,0,0,103,84,68,94,3,0,85,77,93,162,3,5,370,336,666,1018,9,7,273,207,378,422,7,6,492,394,2499,2049,18,8
51080,0,0,0,3,0,0,6,11,15,23,0,0,3,7,12,22,0,0,12,16,83,98,3,0,6,3,34,40,0,0,10,3,165,157,0,0
51120,0,0,0,0,0,0,0,6,17,26,0,0,0,0,17,28,0,0,3,3,83,116,0,4,0,0,35,36,0,0,3,0,143,137,3,0
51190,7,0,49,54,0,0,17,16,608,525,15,11,33,30,610,694,7,8,136,111,3508,3492,45,26,53,40,1335,1246,11,9,70,72,5347,4401,29,32
51260,0,0,27,60,0,0,9,9,392,450,8,0,12,20,568,642,12,3,57,48,3529,3574,32,27,17,25,1623,1446,9,12,59,42,6742,5640,51,39
51310,0,0,30,11,0,0,0,0,184,106,0,3,0,0,199,134,3,0,6,3,1085,767,6,4,0,3,466,394,5,0,15,12,7748,7467,23,27
51330,0,5,344,275,4,0,10,11,1200,899,12,10,22,18,1011,936,11,9,101,63,4901,4836,19,32,38,35,2176,2273,15,11,95,105,23086,23450,85,76
51400,0,0,14,10,0,0,9,4,105,131,0,0,9,3,215,269,0,0,46,39,1493,1717,10,11,27,14,717,685,5,4,34,26,3082,2469,12,11
51470,0,0,0,0,0,0,0,0,10,14,0,0,0,0,8,12,0,0,3,0,56,76,0,0,0,0,23,13,0,0,3,0,76,87,0,0
51540,10,7,11,16,0,0,28,24,82,130,0,0,39,36,51,122,0,0,122,97,357,480,3,10,57,35,188,191,0,3,56,57,700,618,11,8
51610,0,0,0,3,0,0,0,0,5,19,0,0,0,0,18,26,0,0,12,0,112,165,0,0,3,0,57,55,0,0,3,5,226,181,3,0
51680,0,0,6,4,0,0,0,0,35,72,0,0,0,0,69,147,0,0,7,9,550,641,5,7,3,6,261,267,3,3,3,3,873,693,12,6
51750,0,0,9,3,0,0,0,0,32,21,0,0,0,0,61,46,0,0,0,0,408,260,3,0,0,0,169,127,3,0,8,9,3137,2831,10,16
51820,4,6,296,221,0,7,32,20,1574,1385,11,18,35,36,1324,1452,11,4,146,125,7380,7963,60,62,60,66,3316,3598,24,22,201,151,23035,20727,95,99
51890,0,0,5,3,0,0,0,12,139,189,6,3,3,9,207,247,9,8,34,44,1007,1110,7,8,25,15,477,569,3,5,19,17,1054,769,6,13
51960,0,0,5,3,0,0,11,12,21,54,0,0,10,7,70,86,0,0,46,48,308,420,3,7,26,11,150,169,0,3,20,21,381,357,3,4
52030,0,0,0,0,0,0,0,0,13,13,0,0,0,0,26,40,0,0,0,3,139,195,0,0,4,0,44,40,0,0,3,3,124,139,3,0
52100,0,0,0,0,0,0,0,0,15,28,3,0,0,0,20,37,0,0,3,0,103,121,3,0,0,0,58,53,0,0,4,0,159,164,4,0
52170,0,0,0,0,0,0,0,0,41,25,0,0,0,0,43,39,0,0,4,0,220,171,3,0,0,0,134,97,0,0,10,4,2351,2297,5,15
52240,0,0,0,0,0,0,0,0,16,32,0,0,0,0,20,30,0,0,0,3,104,129,3,3,0,0,47,25,0,0,3,4,166,166,0,0
52310,0,0,0,0,0,0,0,0,6,28,0,0,0,0,19,37,0,0,0,3,84,107,0,0,3,0,40,31,3,0,0,0,118,114,0,0
52380,0,0,0,0,0,0,0,0,0,9,0,0,4,0,3,3,0,0,3,7,16,15,0,0,0,0,4,3,0,0,0,4,20,24,0,0
52450,0,0,0,0,0,0,0,0,24,29,0,0,3,4,15,33,0,0,6,7,139,136,0,0,0,0,45,48,0,0,0,3,200,237,0,4
52520,0,0,0,0,0,0,0,3,29,24,0,0,0,4,11,24,0,0,11,7,107,129,0,4,0,3,34,56,0,0,3,4,243,264,0,0
52590,0,0,0,0,0,0,0,0,57,82,0,0,0,0,57,114,4,3,8,8,335,424,5,3,3,10,143,154,0,3,12,3,494,426,0,8
52660,0,0,10,13,0,0,5,4,145,190,3,0,3,6,225,284,9,0,22,23,1490,1659,11,10,16,11,626,639,9,8,31,19,2219,1807,21,11
52730,0,0,0,5,0,0,0,0,50,60,0,0,0,7,70,101,0,0,13,3,522,560,3,4,3,3,206,181,0,0,15,13,1184,1029,15,9
52800,79,81,0,5,0,0,109,135,8,36,0,0,116,138,29,61,0,0,446,428,179,266,0,8,304,214,71,81,0,4,402,319,565,465,3,3
52870,0,0,12,11,0,0,3,3,59,103,0,4,0,4,92,140,0,0,15,15,636,741,11,15,4,3,244,210,4,3,10,12,954,737,12,10
52940,0,0,0,0,0,0,0,0,10,12,0,0,0,0,3,18,0,0,0,0,88,76,0,0,0,0,33,25,0,0,3,4,95,100,0,3
53010,0,0,0,0,0,0,4,0,13,10,0,0,0,0,8,17,0,3,0,0,47,63,0,0,0,0,27,28,0,0,4,0,122,128,0,0
53080,0,0,0,0,0,0,0,3,14,13,0,3,0,0,19,24,0,0,12,10,78,95,3,0,5,5,21,42,0,0,3,0,70,82,3,0
53150,0,0,7,9,0,0,0,0,79,63,0,0,0,0,55,56,3,0,0,0,331,312,3,0,3,0,151,163,0,3,5,5,2121,1903,14,10
53220,28,19,0,9,0,3,53,75,18,40,0,0,48,60,38,108,0,3,180,236,350,1081,11,21,96,108,188,677,4,12,172,192,955,1965,14,19
53290,3,3,5,12,0,0,7,8,167,226,9,8,9,16,225,308,3,0,57,44,1190,1440,14,21,31,29,632,607,5,9,38,25,2171,1796,27,22
53360,0,0,0,0,0,0,0,0,14,30,0,0,0,0,43,57,0,0,3,3,206,315,3,6,4,5,111,127,0,0,4,5,490,416,3,5
53430,0,3,90,67,0,0,8,9,593,432,3,5,13,15,335,329,3,3,40,40,1565,1630,16,14,19,15,672,792,6,4,49,49,7746,6854,36,42
53570,0,0,10,19,0,0,3,0,69,107,4,0,0,5,90,166,0,0,11,11,575,700,11,3,3,3,216,201,0,3,12,9,787,669,8,8
53640,0,0,0,7,0,0,0,4,8,14,0,0,3,7,15,27,0,0,11,18,107,131,0,0,4,3,32,44,0,0,3,5,189,197,0,0
53710,0,0,0,0,0,0,4,0,26,21,0,0,0,0,28,26,0,0,3,3,92,118,0,0,0,0,39,32,0,0,4,0,160,146,0,0
53780,10,8,633,613,3,3,39,49,1719,1657,13,20,60,52,1630,1895,14,12,267,193,8753,9344,70,46,125,95,3849,4018,28,22,261,198,23435,22565,105,96
53800,10,7,51,53,3,4,71,77,554,690,11,9,80,87,590,767,7,12,346,276,3271,3756,25,40,176,125,1729,1668,18,17,337,254,5839,4699,36,31
53920,44,33,0,4,0,0,108,103,0,13,0,0,93,60,4,14,0,0,232,175,41,47,4,3,103,76,21,27,0,0,111,96,162,138,0,0
53990,3,3,25,33,0,0,8,8,309,365,3,8,10,17,396,520,6,7,78,59,2670,3046,21,24,25,25,1174,1222,15,4,50,41,4198,3358,23,21
54060,0,0,3,8,0,0,0,3,54,89,0,0,3,0,83,107,0,0,17,12,423,453,0,6,4,5,179,155,5,0,3,3,510,412,8,0
54130,0,0,0,3,0,0,0,0,9,12,0,0,0,0,9,33,0,0,0,3,68,118,0,3,3,0,36,42,0,0,3,3,202,190,0,0
54170,3,0,132,116,0,0,4,12,1179,914,17,15,18,14,1627,1544,9,17,77,86,11286,11238,81,76,34,33,5260,5579,27,30,145,135,37396,35087,157,164
54200,3,3,98,93,0,3,8,4,596,624,9,12,24,23,807,870,13,13,86,82,4829,5244,33,35,47,44,2224,2326,12,14,119,94,11848,10463,49,38
54280,7,6,25,39,0,0,26,50,237,305,3,8,50,61,352,522,0,3,266,190,2197,3012,23,20,111,96,1158,1364,7,11,174,113,4628,4318,26,24
54310,12,11,6,14,0,0,43,67,68,77,3,5,70,51,121,232,0,5,281,245,942,1718,13,19,126,114,637,989,6,13,219,203,3306,3360,20,28
54340,3,0,61,85,3,0,7,14,102,122,0,3,8,12,76,88,0,3,29,18,315,352,8,6,14,7,146,137,8,3,20,22,510,464,9,0
54410,0,0,3,5,0,0,9,0,27,45,0,0,5,5,20,33,0,0,3,9,132,141,0,0,3,0,51,35,3,0,4,0,157,139,0,0
54480,0,0,0,0,0,0,0,0,4,8,0,0,0,0,5,16,0,0,0,0,35,65,0,0,0,0,19,17,0,0,0,0,91,97,0,0
54550,0,0,0,0,0,0,0,0,24,34,0,0,0,5,45,36,0,0,12,7,148,218,3,3,6,0,72,59,0,0,4,4,351,318,0,4
54620,0,0,0,0,0,0,4,3,7,20,0,0,0,4,13,24,3,0,5,3,65,114,0,0,0,4,32,43,0,0,0,0,145,135,3,0
54690,0,0,0,0,0,0,0,0,4,19,0,0,0,0,8,11,0,0,0,0,38,52,0,0,0,0,12,18,0,0,0,0,66,57,0,0
54760,0,0,3,0,0,0,0,0,8,18,0,0,0,0,8,26,0,0,6,0,61,70,0,0,3,0,20,26,0,0,3,3,139,153,0,0
54830,3,3,74,47,0,0,25,21,364,406,7,5,26,15,548,648,4,3,118,86,3059,3376,14,26,41,47,1470,1498,11,15,85,86,7040,6251,29,27
54900,0,0,3,4,0,0,0,0,13,22,0,0,0,0,15,34,0,0,0,3,102,143,3,0,0,0,40,48,0,0,0,3,215,213,3,0
54970,0,0,0,4,0,0,13,8,3,15,5,0,23,24,7,26,0,0,33,41,36,117,0,0,19,12,14,75,0,0,10,10,75,224,0,3
55040,0,5,3,3,0,0,10,4,9,8,0,0,12,5,17,17,0,0,17,18,52,131,0,3,8,10,32,75,0,0,13,11,140,242,3,0
55110,4,0,79,77,0,3,26,29,1264,1237,23,20,58,51,1800,1851,36,18,176,156,8994,8549,76,60,65,74,3784,3447,32,19,177,135,13616,11810,95,68
55180,0,0,24,28,0,0,10,0,154,190,4,5,7,9,162,258,7,8,30,23,858,1068,11,14,13,13,439,349,3,4,28,23,1389,1191,8,10
55250,0,0,0,0,0,0,11,9,4,10,0,0,14,10,7,16,0,0,49,28,39,95,0,3,15,8,13,37,0,0,14,9,95,148,0,0
55320,5,3,146,122,0,0,15,11,1100,765,15,3,14,13,1104,872,15,7,49,51,6142,5031,45,40,25,22,2498,2310,19,19,93,96,26603,24878,106,107
55390,4,10,0,0,0,0,7,12,0,3,0,0,11,9,3,6,0,0,24,23,8,50,0,0,10,6,0,21,0,0,15,16,31,72,0,4
55460,0,0,4,19,0,0,4,3,51,68,0,0,4,6,59,75,0,0,29,27,269,357,0,0,15,9,133,133,0,0,12,13,512,504,0,0
55530,0,0,0,0,0,0,0,0,6,11,0,0,0,0,9,14,0,3,0,3,31,55,0,0,0,0,18,18,0,0,9,0,68,72,0,0
55600,0,0,0,0,0,3,7,5,33,44,0,0,7,14,33,49,0,0,26,23,173,230,0,0,13,15,87,109,0,0,17,19,365,332,11,0
55670,0,0,0,0,0,0,0,3,11,14,0,0,3,3,8,12,0,0,14,18,34,59,0,0,3,3,30,27,0,0,8,6,110,99,0,0
55740,0,0,16,10,0,0,0,0,31,30,4,0,0,0,57,41,0,0,3,8,303,264,3,3,0,0,160,148,0,0,5,11,2646,2340,11,7
55810,0,0,0,0,0,0,0,4,3,5,0,0,3,7,10,9,0,0,10,11,29,36,0,0,5,3,9,11,0,0,5,0,40,49,0,0
55880,0,0,0,0,0,0,0,0,6,10,0,0,0,0,5,20,0,0,0,3,40,56,0,0,0,0,16,16,0,0,0,0,98,94,0,0
55950,0,0,0,0,0,0,3,0,10,10,0,0,3,0,9,15,0,0,0,3,58,75,0,0,0,0,21,24,0,0,0,0,79,71,0,0
56090,3,0,31,33,0,0,8,14,360,379,0,0,9,11,515,624,9,8,63,69,3238,3586,30,18,17,25,1344,1472,14,13,77,67,7599,6456,44,39
56160,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,10,3,6,0,0,5,0,4,0,0,0,3,0,18,15,0,0
56230,0,4,7,21,0,0,3,4,231,342,4,12,12,10,402,467,0,5,49,38,1900,2089,33,23,18,15,820,748,14,8,34,20,2356,1966,13,22
56300,0,0,0,3,0,0,0,0,12,23,0,0,0,0,24,32,0,0,4,5,139,180,0,3,0,0,53,43,0,0,0,0,231,202,4,5
56370,0,0,0,3,0,0,0,3,17,18,0,0,0,0,14,17,0,0,5,0,72,99,0,0,0,0,35,28,0,0,0,0,137,128,0,0
56460,0,0,4,6,0,0,8,12,96,87,0,3,11,13,99,132,4,0,38,28,432,484,0,3,14,7,209,160,0,0,25,21,757,648,0,3
56580,0,0,17,9,0,0,0,3,95,61,7,0,0,0,98,77,0,0,0,3,707,454,8,7,3,0,303,223,3,3,9,22,6514,6360,21,25
56620,0,5,0,0,0,0,167,122,0,0,0,0,61,54,0,5,0,0,63,57,16,11,0,0,32,18,13,4,0,0,42,35,50,41,0,0
56730,0,0,12,15,0,0,22,14,151,186,4,6,22,24,204,302,0,4,73,58,1088,1206,16,9,25,19,441,399,3,3,36,43,1534,1232,9,16
56790,0,0,3,0,0,0,5,7,49,78,0,0,6,5,51,97,0,0,13,17,350,454,6,6,13,8,136,133,0,0,13,13,469,412,7,3
56860,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,0,0,3,0,34,27,3,3,0,0,11,10,0,0,0,0,33,37,0,0
56930,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,3,0,33,37,0,0,0,0,26,18,0,0,3,0,500,430,6,3
57000,0,0,3,4,0,0,0,0,8,6,0,0,3,5,7,15,0,0,5,3,35,91,3,4,3,3,28,36,0,0,5,5,68,128,0,3
57080,0,0,42,40,0,0,0,0,99,111,0,5,0,8,109,144,3,0,12,22,630,694,0,8,11,14,386,488,5,7,45,41,6657,7302,22,42
57140,0,0,0,0,0,0,4,7,16,31,0,0,7,3,30,24,3,0,25,18,102,135,0,0,0,0,49,47,0,0,6,6,147,118,3,0
57210,0,0,13,26,0,0,4,3,67,93,0,0,0,3,93,124,0,3,19,15,506,558,8,5,10,6,195,190,4,0,13,7,815,711,4,5
57280,31,15,12,11,0,0,53,44,48,67,5,0,57,56,100,159,0,0,255,225,621,1118,12,14,141,124,374,634,8,3,201,197,2106,2006,16,20
57350,0,0,0,0,0,0,4,4,15,27,0,0,4,3,29,16,0,0,12,13,119,110,8,0,4,0,35,36,0,3,4,0,127,122,3,0
57420,0,0,0,6,0,0,4,3,25,33,0,0,3,0,28,39,0,0,4,0,129,229,0,3,0,3,70,73,3,0,3,0,270,257,3,5
57490,7,15,121,77,0,4,31,31,1206,1111,18,15,54,46,1767,2018,20,22,240,220,11385,11919,94,69,105,115,5498,5654,36,33,272,251,22011,19249,112,109
57630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,12,21,0,0,0,0,3,8,0,0,0,0,9,9,0,0
57700,0,0,25,22,0,0,3,0,201,256,3,4,12,7,292,510,0,7,34,39,2425,2885,15,13,28,18,1201,1138,3,4,57,41,4731,3863,16,15
57770,0,0,0,0,0,0,3,3,3,16,0,0,4,4,25,18,0,0,4,8,81,121,0,0,6,6,43,44,0,0,4,3,147,131,0,0
57840,3,0,86,46,0,3,7,5,354,226,4,0,15,19,378,292,7,3,45,39,2123,1646,13,11,13,12,960,881,4,0,58,54,12206,11852,45,38
57910,5,11,982,774,3,5,45,34,3645,2900,48,36,50,43,2476,2172,20,23,216,182,12425,11110,89,83,118,105,5408,5658,41,26,299,223,53622,50962,230,208
57980,0,0,18,15,0,0,0,4,111,84,0,0,0,0,99,96,0,0,6,8,622,469,7,10,3,3,309,275,7,3,40,33,6344,6125,21,15
58050,4,16,473,362,6,9,54,55,1715,1531,16,19,70,87,1690,1888,17,17,328,323,10357,11100,84,88,125,138,4896,5063,29,37,388,309,26074,23494,129,96
58190,0,0,0,0,0,0,4,0,0,12,0,0,0,0,4,6,0,0,11,6,21,36,0,0,4,0,9,9,0,0,0,3,69,62,0,0
58260,0,0,0,0,0,0,0,3,7,10,0,0,0,0,7,12,0,0,4,3,39,62,0,0,3,3,15,25,0,0,0,0,110,75,0,3
58330,0,0,3,0,0,0,0,7,67,88,3,0,0,0,87,99,4,0,11,17,496,584,4,6,11,0,190,184,0,3,8,13,712,622,7,0
58400,0,0,0,0,0,0,0,0,13,11,0,0,0,0,7,12,0,0,0,0,31,38,0,0,0,0,13,16,0,0,4,0,33,46,0,0
58470,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,3,0,0,16,12,8,14,0,0,7,10,0,7,0,0,10,3,15,11,0,0
58510,0,8,111,98,0,0,12,11,432,333,4,8,7,11,362,304,0,3,40,52,1655,1729,13,10,26,23,786,901,0,7,72,75,9363,9370,39,35
58540,0,0,0,0,0,0,0,0,8,18,0,0,0,0,16,17,0,0,3,0,90,108,0,0,0,3,35,41,0,0,8,0,137,152,0,3
58570,0,3,136,85,3,0,0,4,570,330,4,3,3,8,208,206,0,7,16,26,1208,1292,8,4,10,19,654,775,0,4,54,45,9917,9710,32,45
58610,0,0,3,4,0,0,0,0,34,36,0,0,0,0,39,57,0,0,6,4,207,207,3,3,3,0,74,75,0,0,0,0,272,228,0,5
58680,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,49,58,0,0,0,0,20,14,0,0,0,0,64,69,3,0
58760,7,9,781,628,3,3,36,21,2087,1714,21,23,49,58,2179,2411,16,15,246,197,13242,14226,107,102,129,102,6838,7050,43,43,288,237,38993,34800,171,181
58820,0,0,11,12,0,0,3,3,83,83,3,3,0,0,98,117,0,0,14,8,455,521,3,8,6,6,201,185,3,0,6,5,519,449,5,5
58890,0,0,0,3,0,0,0,0,13,19,0,0,0,3,13,17,0,0,3,3,72,103,0,0,3,0,36,30,0,0,0,3,133,125,0,0
59030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,18,42,0,0,0,0,12,17,0,0,0,0,46,50,0,0
59100,0,0,0,0,0,0,0,0,10,14,0,0,0,0,14,21,0,0,3,3,62,76,0,0,0,0,27,30,0,0,0,0,123,105,0,0
59170,0,0,0,0,0,0,0,0,10,16,0,0,0,0,14,21,0,0,3,4,78,81,0,0,0,0,41,33,0,0,0,0,180,190,0,0
59250,0,0,0,0,0,0,17,20,3,6,0,0,10,11,4,12,0,0,27,21,20,64,0,0,7,3,12,47,0,0,12,6,53,147,0,0
59310,0,0,0,0,0,0,0,0,18,23,0,0,7,3,18,32,0,0,12,9,127,154,3,5,0,3,48,62,0,0,8,3,204,218,0,0
59320,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,13,0,0,0,0,37,41,0,0,0,0,14,15,0,0,3,0,71,76,0,3
59330,0,0,3,0,0,0,0,0,13,16,0,0,0,0,15,25,0,0,0,0,48,52,0,0,0,0,11,22,0,0,0,3,75,73,0,0
59340,51,35,4,9,0,0,72,72,19,72,3,3,84,59,45,92,0,4,251,190,278,489,3,5,120,83,166,161,0,0,179,149,994,812,13,10
